family,genus,group,SRLI_2024_analysis,WCVP_status,WCVP_accepted_name,WCVP_current_id,RL_2000,RL_2010,RL_2020,RL_2000_10yr,RL_2010_10yr,RL_2020_10yr,RL_2000_20yr,RL_2010_20yr,RL_2020_20yr,RL_2000_30yr,RL_2010_30yr,RL_2020_30yr,Status_change,stats_change_A
Fabaceae,Eriosema,Legumes,include,Accepted,Eriosema kraussianum Meisn.,494076-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Eriosema,Legumes,include,Accepted,Eriosema longicalyx Grear,95892-2,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Eriosema,Legumes,include,Accepted,Eriosema pseudostolzii Verdc.,494131-1,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,No_change,No_change
Fabaceae,Eriosema,Legumes,include,Accepted,Eriosema umtamvunense C.H.Stirt.,930424-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Asparagaceae,Eriospermum,Monocots,include,Accepted,Eriospermum andongense Welw. ex Baker,534762-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Asparagaceae,Eriospermum,Monocots,include,Accepted,Eriospermum halenbergense Dinter,534822-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,Non_genuine_2010-2020,Non_genuine_2010-2020
Asparagaceae,Eriospermum,Monocots,exclude,Heterotypic_Synonym,Eriospermum mackenii subsp. galpinii (Schinz) P.L.Perry,980858-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Erythrina,Legumes,exclude,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Erythrina,Legumes,include,Accepted,Erythrina burana Chiov.,494371-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,Non_genuine_2010-2020,Non_genuine_2010-2020
Fabaceae,Erythrina,Legumes,include,Accepted,Erythrina chiriquensis Krukoff,96570-2,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,No_change,No_change
Fabaceae,Erythrina,Legumes,include,Accepted,Erythrina latissima E.Mey.,494480-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Erythrina,Legumes,include,Accepted,Erythrina leptopoda Urb. & Ekman,96614-2,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Erythrina,Legumes,include,Accepted,Erythrina senegalensis DC.,494578-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Erythrina,Legumes,include,Accepted,Erythrina variegata L.,494614-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Orchidaceae,Erythrodes,Monocots,include,Accepted,Erythrodes amboinensis (J.J.Sm.) J.J.Sm.,634237-1,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,No_change,No_change
Orchidaceae,Erythrodes,Monocots,include,Accepted,Erythrodes blumei (Lindl.) Schltr.,634248-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Orchidaceae,Erythrodes,Monocots,include,Accepted,Erythrodes chinensis�(Rolfe) Schltr.,634260-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NA,NA
Fabaceae,Erythrophleum,Legumes,include,Accepted,Erythrophleum succirubrum Gagnep.,494655-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Orchidaceae,Erythrorchis,Monocots,exclude,Heterotypic_Synonym,Erythrorchis altissima (Blume) Blume,634377-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Pterocarpus,Legumes,include,Accepted,Pterocarpus dubius (Kunth) Spreng.,516445-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Poaceae,Pseudopogonatherum,Monocots,include,Accepted,Pseudopogonatherum contortum (Brongn.) A.Camus,113497-3,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Poaceae,Eulalia,Monocots,include,Accepted,Eulalia siamensis Bor,402193-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Orchidaceae,Eulophia,Monocots,include,Accepted,Eulophia fernandeziana Geerinck,940393-1,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,No_change,No_change
Orchidaceae,Eulophia,Monocots,include,Accepted,Eulophia katangensis (De Wild.) De Wild.,634682-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Orchidaceae,Eulophia,Monocots,include,Accepted,Eulophia parilamellata Butzin,634833-1,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,No_change,No_change
Orchidaceae,Eulophia,Monocots,include,Accepted,Eulophia speciosa (R.Br.) Bolus,634928-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Orchidaceae,Eurycentrum,Monocots,exclude,Heterotypic_Synonym,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orchidaceae,Eurycentrum,Monocots,exclude_extra,Accepted,Eurycentrum obscurum (Blume) Schltr.,635083-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Eurypetalum,Legumes,include,Accepted,Eurypetalum tessmannii Harms,494681-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Eysenhardtia,Legumes,include,Accepted,Eysenhardtia polystachya (Ortega) Sarg.,102904-2,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Poaceae,Fargesia,Monocots,include,Accepted,Fargesia exposita T.P.Yi,961100-1,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,No_change,No_change
Poaceae,Borinda,Monocots,include,Homotypic_Synonym,Borinda ferax (Keng) Stapleton,77218095-1,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,No_change,No_change
Poaceae,Borinda,Monocots,include,Homotypic_Synonym,Borinda mairei (Hack. ex Hand.-Mazz.) Stapleton,77218101-1,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,No_change,No_change
Poaceae,Fargesia,Monocots,include,Accepted,Fargesia orbiculata T.P.Yi,934766-1,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,No_change,No_change
Poaceae,Festuca,Monocots,include,Accepted,Festuca balcanica (Acht.) Markgr.-Dann.,402407-1,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,No_change,No_change
Poaceae,Festuca,Monocots,include,Accepted,Festuca christianii-bernardii Kerguélen,402547-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Poaceae,Festuca,Monocots,include,Accepted,Festuca elmeri Scribn. & Merr.,103837-2,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Poaceae,Festuca,Monocots,include,Accepted,Festuca elwendiana Markgr.-Dann.,907369-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Poaceae,Festuca,Monocots,exclude,Heterotypic_Synonym,Festuca varia Haenke,403698-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Poaceae,Festuca,Monocots,include,Homotypic_Synonym,Lolium olgae (Regel) Sennikov,77331092-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Poaceae,Festuca,Monocots,include,Accepted,Festuca parvigluma Steud.,403237-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Poaceae,Festuca,Monocots,include,Accepted,Festuca pindica (Markgr.-Dann.) Markgr.-Dann.,403283-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NA,NA
Poaceae,Festuca,Monocots,include,Accepted,Festuca pubiglumis S.L.Lu,968703-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Poaceae,Festuca,Monocots,include,Accepted,Festuca tatrae (Czakó) Degen,77177245-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Poaceae,Festuca,Monocots,include,Accepted,Festuca varia Haenke,403698-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Cyperaceae,Ficinia,Monocots,include,Accepted,Ficinia capillifolia (Schrad.) C.B.Clarke,307525-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Cyperaceae,Fimbristylis,Monocots,include,Accepted,Fimbristylis costiglumis Domin,307823-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Cyperaceae,Fimbristylis,Monocots,include,Accepted,Fimbristylis dichotoma (L.) Vahl,307853-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Cyperaceae,Fimbristylis,Monocots,include,Accepted,Fimbristylis monospicula Govind.,308088-1,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,No_change,No_change
Cyperaceae,Fimbristylis,Monocots,include,Accepted,Fimbristylis nutans (Retz.) Vahl,308118-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Cyperaceae,Fimbristylis,Monocots,include,Accepted,Fimbristylis psammocola Tang & F.T.Wang,308182-1,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,No_change,No_change
Fabaceae,Flemingia,Legumes,exclude,Heterotypic_Synonym,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orchidaceae,Dendrobium,Monocots,include,Homotypic_Synonym,Dendrobium unibulbe (Seidenf.) Schuit. & Peter B.Adams,77110487-1,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,No_change,No_change
Fabaceae,Imbralyx,Legumes,include,Accepted,Imbralyx albiflorus (Prain) R.Geesink,942105-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Imbralyx,Legumes,include,Homotypic_Synonym,Imbralyx niveus (Dunn) Z.Q.Song,77222796-1,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,No_change,No_change
Iridaceae,Freesia,Monocots,include,Accepted,Freesia corymbosa (Burm.f.) N.E.Br.,437009-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Pandanaceae,Freycinetia,Monocots,include,Accepted,Freycinetia awaiarensis Huynh,20010067-1,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,No_change,No_change
Pandanaceae,Freycinetia,Monocots,include,Accepted,Freycinetia baueriana Endl.,670396-1,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR,No_change,No_change
Pandanaceae,Freycinetia,Monocots,include,Accepted,Freycinetia bicolor B.C.Stone,670400-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Pandanaceae,Freycinetia,Monocots,include,Accepted,Freycinetia cochleatisperma Huynh,992645-1,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,No_change,No_change
Pandanaceae,Freycinetia,Monocots,exclude,Heterotypic_Synonym,Freycinetia arborea�Gaudich.,670384-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pandanaceae,Freycinetia,Monocots,include,Accepted,Freycinetia lenifolia Huynh,20010074-1,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,No_change,No_change
Pandanaceae,Freycinetia,Monocots,include,Accepted,Freycinetia palawanensis Elmer,670559-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Pandanaceae,Freycinetia,Monocots,include,Accepted,Freycinetia robinsonii Merr.,670589-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Pandanaceae,Freycinetia,Monocots,include,Accepted,Freycinetia tenella Huynh,998045-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Pandanaceae,Freycinetia,Monocots,exclude,Heterotypic_Synonym,Freycinetia marginata Blume,670528-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liliaceae,Fritillaria,Monocots,include,Accepted,Fritillaria falcata (Jeps.) D.E.Beetle,535131-1,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,No_change,No_change
Liliaceae,Fritillaria,Monocots,include,Accepted,Fritillaria kaiensis Naruh.,535173-1,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,No_change,No_change
Liliaceae,Gagea,Monocots,include,Accepted,Gagea afghanica A.Terracc.,535424-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Liliaceae,Gagea,Monocots,exclude,Heterotypic_Synonym,Gagea bohemica (Zauschn.) Schult. & Schult.f.,535452-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liliaceae,Gagea,Monocots,include,Accepted,Gagea anisopoda Popov,535439-1,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,No_change,No_change
Liliaceae,Gagea,Monocots,include,Accepted,Gagea chomutovae (Pascher) Pascher,535476-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Liliaceae,Gagea,Monocots,include,Accepted,Gagea gymnopoda Vved.,535538-1,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,No_change,No_change
Liliaceae,Gagea,Monocots,include,Accepted,Gagea kunawurensis (Royle) Greuter,535564-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Liliaceae,Gagea,Monocots,include,Accepted,Gagea neopopovii Golosk.,535595-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Liliaceae,Gagea,Monocots,include,Accepted,Gagea triflora (Ledeb.) Schult. & Schult.f.,535691-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Gagnebina,Legumes,include,Accepted,Gagnebina commersoniana (Baill.) R.Vig.,495345-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Cerradicola,Legumes,include,Homotypic_Synonym,Cerradicola rotundifolia (Benth.) L.P.Queiroz,77220422-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Galactia,Legumes,include,Accepted,Galactia glaucescens Kunth,495427-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Galactia,Legumes,include,Accepted,Galactia jenningsii Britton,106620-2,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Betencourtia,Legumes,include,Homotypic_Synonym,Betencourtia martioides (Burkart) L.P.Queiroz,77220507-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Galactia,Legumes,include,Accepted,Galactia rubra (Jacq.) Urb.,106688-2,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Galactia,Legumes,exclude,Heterotypic_Synonym,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amaryllidaceae,Galanthus,Monocots,include,Accepted,Galanthus nivalis L.,64496-1,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,No_change,No_change
Orchidaceae,Galeottia,Monocots,include,Accepted,Galeottia fimbriata (Linden & Rchb.f.) Linden ex Lindl.,60468117-2,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Poaceae,Garnotia,Monocots,include,Accepted,Garnotia courtallensis (Arn. & Nees) Thwaites,403837-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Orchidaceae,Gastrochilus,Monocots,include,Accepted,Gastrochilus fargesii (Kraenzl.) Schltr.,635416-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Orchidaceae,Gastrodia,Monocots,include,Accepted,Gastrodia confusa Honda & Tuyama,77094296-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Gastrolobium,Legumes,include,Accepted,Gastrolobium brevipes Crisp,902090-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Gastrolobium,Legumes,include,Accepted,Gastrolobium spinosum Benth.,495792-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Iridaceae,Geissorhiza,Monocots,include,Accepted,Geissorhiza lithicola Goldblatt,906170-1,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,No_change,No_change
Iridaceae,Geissorhiza,Monocots,include,Accepted,Geissorhiza outeniquensis Goldblatt,906174-1,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,No_change,No_change
Iridaceae,Geissorhiza,Monocots,include,Accepted,Geissorhiza schinzii (Baker) Goldblatt,915035-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Amaryllidaceae,Strumaria,Monocots,include,Homotypic_Synonym,Strumaria chaplinii (W.F.Barker) Snijman,978591-1,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,No_change,No_change
Fabaceae,Genista,Legumes,include,Accepted,Genista cadasonensis Vals.,957828-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Fabaceae,Genista,Legumes,include,Accepted,Genista fasselata Decne.,496039-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Genista,Legumes,include,Accepted,Genista ferox (Poir.) Dum.Cours.,77090106-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Genista,Legumes,include,Accepted,Genista maderensis (Webb & Berthel.) Lowe,496162-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Genista,Legumes,include,Accepted,Genista parnassica Halácsy,496237-1,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,No_change,No_change
Fabaceae,Genista,Legumes,include,Accepted,Genista pseudopilosa Coss.,496274-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Genista,Legumes,include,Accepted,Genista sagittalis L.,496318-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Genista,Legumes,include,Accepted,Genista sulcitana Vals.,957858-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Genista,Legumes,include,Accepted,Genista tenera (Jacq. ex Murray) Kuntze,496392-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Genista,Legumes,include,Accepted,Genista tridentata L.,496422-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Orchidaceae,Eulophia,Monocots,include,Homotypic_Synonym,"Eulophia recurva (Roxb.) M.W.Chase, Kumar & Schuit.",77216299-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Geoffroea,Legumes,include,Accepted,Geoffroea decorticans (Gillies ex Hook. & Arn.) Burkart,108807-2,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Arecaceae,Geonoma,Monocots,include,Accepted,Geonoma baculifera (Poit.) Kunth,667011-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Zingiberaceae,Geostachys,Monocots,include,Accepted,Geostachys smitinandii K.Larsen,20012043-1,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,No_change,No_change
Poaceae,Germainia,Monocots,include,Accepted,Germainia thorelii A.Camus,403979-1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,Not_evaluated,Not_evaluated
Amaryllidaceae,Gethyllis,Monocots,include,Accepted,Gethyllis britteniana Baker,64536-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Gilbertiodendron,Legumes,include,Accepted,Gilbertiodendron limba (Scott Elliot) J.Léonard,496544-1,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,No_change,No_change
Fabaceae,Gilletiodendron,Legumes,include,Accepted,Gilletiodendron mildbraedii (Harms) Vermoesen,496565-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Iridaceae,Gladiolus,Monocots,include,Accepted,Gladiolus italicus Mill.,437543-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Iridaceae,Gladiolus,Monocots,include,Accepted,Gladiolus oppositiflorus Herb.,437695-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Iridaceae,Gladiolus,Monocots,include,Accepted,Gladiolus patersoniae F.Bolus,437718-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Gleditsia,Legumes,include,Accepted,Gleditsia microphylla D.Gordon ex Y.T.Lee,496624-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Zingiberaceae,Globba,Monocots,include,Accepted,Globba laeta K.Larsen,872551-1,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,No_change,No_change
Zingiberaceae,Globba,Monocots,include,Accepted,Globba reflexa Craib,872565-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Orchidaceae,Glomera,Monocots,include,Accepted,Glomera compressa J.J.Sm.,635683-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Orchidaceae,Glomera,Monocots,include,Accepted,Glomera latipetala (Schltr.) J.J.Sm.,635729-1,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,No_change,No_change
Orchidaceae,Glomera,Monocots,include,Accepted,Glomera longa (Schltr.) J.J.Sm.,635732-1,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,No_change,No_change
Orchidaceae,Glomera,Monocots,include,Accepted,Glomera oligantha Schltr.,635748-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Orchidaceae,Glomera,Monocots,exclude,Heterotypic_Synonym,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orchidaceae,Glomera,Monocots,exclude,Heterotypic_Synonym,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colchicaceae,Gloriosa,Monocots,include,Accepted,Gloriosa superba L.,535953-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Poaceae,Glyceria,Monocots,include,Accepted,Glyceria latispicea (F.Muell.) F.Muell. ex Benth.,60470320-2,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Poaceae,Glyceria,Monocots,include,Accepted,Glyceria septentrionalis Hitchc.,111018-2,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Glycine,Legumes,include,Accepted,Glycine canescens F.J.Herm.,496682-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Glycine,Legumes,include,Accepted,Glycine latifolia (Benth.) Newell & T.Hymowitz,496766-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Glycyrrhiza,Legumes,exclude,Heterotypic_Synonym,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Glyphochloa,Monocots,include,Accepted,Glyphochloa santapaui (S.K.Jain & Deshp.) Clayton,908784-1,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,No_change,No_change
Orchidaceae,Gomesa,Monocots,include,Accepted,Gomesa sessilis Barb.Rodr.,635951-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Gompholobium,Legumes,include,Accepted,Gompholobium glabratum DC.,497007-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Gompholobium,Legumes,include,Accepted,Gompholobium obcordatum Turcz.,497023-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,NT,No_change,Genuine_2010-2020
Fabaceae,Gompholobium,Legumes,include,Accepted,Gompholobium polyzygum F.Muell.,497031-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Gompholobium,Legumes,include,Accepted,Gompholobium subulatum Benth.,497041-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Fabaceae,Gompholobium,Legumes,include,Accepted,Gompholobium viscidulum Meisn.,497051-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Orchidaceae,Gonatostylis,Monocots,include,Accepted,Gonatostylis vieillardii (Rchb.f.) Schltr.,635990-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,Non_genuine_2010-2020,Non_genuine_2010-2020
Orchidaceae,Gongora,Monocots,include,Accepted,Gongora arcuata G.Gerlach & Toulem.,321787-2,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU,No_change,No_change
Orchidaceae,Gongora,Monocots,include,Accepted,Gongora catilligera R.Rice,1020968-1,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,DD,No_change,No_change
Orchidaceae,Gongora,Monocots,include,Accepted,Gongora portentosa Linden & Rchb.f.,636033-1,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Orchidaceae,Gongora,Monocots,exclude,Heterotypic_Synonym,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orchidaceae,Leochilus,Monocots,include,Homotypic_Synonym,Leochilus leochilinus (Rchb.f.) M.W.Chase & N.H.Williams,60450646-2,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,No_change,No_change
Araceae,Gorgonidium,Monocots,include,Accepted,Gorgonidium intermedium (Bogner) E.G.Gonç.,60427973-2,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,No_change,No_change
