"powo_id","family","genus","species","taxon_name","taxon_authors","RL.cat","EDGE","ED","lifeform_description","accepted_plant_name_id","group"
"204617-2","Podocarpaceae","Podocarpus","tepuiensis","Podocarpus tepuiensis","J.Buchholz & N.E.Gray","LC",0.230233323,3.986260606,"tree",379557,"Gymnosperms"
"263592-1","Podocarpaceae","Podocarpus","teysmannii","Podocarpus teysmannii","Miq.","NT",0.281286908,2.399677262,"tree",380774,"Gymnosperms"
"263593-1","Podocarpaceae","Podocarpus","thevetiifolius","Podocarpus thevetiifolius","Zipp. ex Blume",NA,1.283179023,4.904520527,"tree",380775,"Gymnosperms"
"77092469-1","Podocarpaceae","Podocarpus","tixieri","Podocarpus tixieri","Gaussen ex Silba",NA,1.366219056,5.02162485,"tree",381578,"Gymnosperms"
"263597-1","Podocarpaceae","Podocarpus","totara","Podocarpus totara","G.Benn. ex D.Don","LC",0.483850855,8.193498894,"tree",380778,"Gymnosperms"
"1013643-1","Podocarpaceae","Podocarpus","transiens","Podocarpus transiens","(Pilg.) de Laub.","EN",0.855042158,1.883306607,"tree",380780,"Gymnosperms"
"204618-2","Podocarpaceae","Podocarpus","trinitensis","Podocarpus trinitensis","J.Buchholz & N.E.Gray","NT",0.20173723,1.653333329,"tree",379558,"Gymnosperms"
"204619-2","Podocarpaceae","Podocarpus","urbanii","Podocarpus urbanii","Pilg.","CR",5.511857409,5.830711519,"tree",381205,"Gymnosperms"
"204622-2","Podocarpaceae","Podocarpus","victorinianus","Podocarpus victorinianus","Carabia",NA,1.556858261,4.66104778,"tree",379560,"Gymnosperms"
"1015558-2","Podocarpaceae","Prumnopitys","andina","Prumnopitys andina","(Poepp. ex Endl.) de Laub.","VU",7.460033107,32.55605589,"tree",381013,"Gymnosperms"
"77203785-1","Podocarpaceae","Pectinopitys","exigua","Pectinopitys exigua","(de Laub.) C.N.Page","NT",0.941929971,8.019452045,"tree",535410,"Gymnosperms"
"77203782-1","Podocarpaceae","Pectinopitys","ferruginea","Pectinopitys ferruginea","(G.Benn. ex D.Don) C.N.Page","LC",2.306908538,40.23021466,"tree",535384,"Gymnosperms"
"77203783-1","Podocarpaceae","Pectinopitys","ferruginoides","Pectinopitys ferruginoides","(Compton) C.N.Page","LC",2.261992932,40.19629441,"tree",535383,"Gymnosperms"
"77203787-1","Podocarpaceae","Pectinopitys","harmsiana","Pectinopitys harmsiana","(Pilg.) C.N.Page","NT",3.575472671,28.34929394,"tree",535392,"Gymnosperms"
"77203784-1","Podocarpaceae","Pectinopitys","ladei","Pectinopitys ladei","(F.M.Bailey) C.N.Page","VU",11.02646173,45.21399795,"tree",535382,"Gymnosperms"
"1082758-2","Podocarpaceae","Prumnopitys","montana","Prumnopitys montana","(Humb. & Bonpl. ex Willd.) de Laub.","VU",1.048940622,4.600784821,"tree",380999,"Gymnosperms"
"77203786-1","Podocarpaceae","Pectinopitys","standleyi","Pectinopitys standleyi","(J.Buchholz & N.E.Gray) C.N.Page","EN",13.20900833,28.50818234,"tree",535390,"Gymnosperms"
"688019-1","Podocarpaceae","Prumnopitys","taxifolia","Prumnopitys taxifolia","(Sol. ex D.Don) de Laub.","LC",2.760759947,52.24082572,"tree",381003,"Gymnosperms"
"677125-1","Pinaceae","Pseudolarix","amabilis","Pseudolarix amabilis","(J.Nelson) Rehder","VU",15.73923332,66.3338717,"tree",379658,"Gymnosperms"
"828352-1","Taxaceae","Pseudotaxus","chienii","Pseudotaxus chienii","(W.C.Cheng) W.C.Cheng","VU",15.49579212,62.005306,"shrub",379553,"Gymnosperms"
"677138-1","Pinaceae","Pseudotsuga","japonica","Pseudotsuga japonica","(Shiras.) Beissn.","EN",6.674360948,14.22535389,"tree",379650,"Gymnosperms"
"677139-1","Pinaceae","Pseudotsuga","macrocarpa","Pseudotsuga macrocarpa","(Vasey) Mayr","NT",1.846343641,15.16973421,"tree",378313,"Gymnosperms"
"677141-1","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii","(Mirb.) Franco","LC",1.070325514,16.61575763,"tree",379633,"Gymnosperms"
"677145-1","Pinaceae","Pseudotsuga","sinensis","Pseudotsuga sinensis","Dode","VU",4.314384548,16.94301795,"tree",379635,"Gymnosperms"
"946468-1","Podocarpaceae","Retrophyllum","comptonii","Retrophyllum comptonii","(J.Buchholz) C.N.Page","LC",0.59334003,9.698174522,"tree",378480,"Gymnosperms"
"946469-1","Podocarpaceae","Retrophyllum","minus","Retrophyllum minus","(Carrière) C.N.Page","EN",3.165292609,7.167929755,"shrub or tree",378481,"Gymnosperms"
"946470-1","Podocarpaceae","Retrophyllum","piresii","Retrophyllum piresii","(Silba) C.N.Page","DD",3.424322752,8.876615872,"tree",378482,"Gymnosperms"
"946471-1","Podocarpaceae","Retrophyllum","rospigliosii","Retrophyllum rospigliosii","(Pilg.) C.N.Page","VU",2.470939563,10.04462654,"tree",378483,"Gymnosperms"
"946467-1","Podocarpaceae","Retrophyllum","vitiense","Retrophyllum vitiense","(Seem.) C.N.Page","LC",0.79643969,13.38150117,"tree",378484,"Gymnosperms"
"263728-1","Podocarpaceae","Saxegothaea","conspicua","Saxegothaea conspicua","Lindl.","NT",14.26280113,114.640293,"tree",381326,"Gymnosperms"
"263735-1","Sciadopityaceae","Sciadopitys","verticillata","Sciadopitys verticillata","(Thunb.) Siebold & Zucc.","NT",27.99810691,223.323794,"tree",381303,"Gymnosperms"
"263741-1","Cupressaceae","Sequoia","sempervirens","Sequoia sempervirens","(D.Don) Endl.","EN",17.29705846,35.51783115,"tree",378988,"Gymnosperms"
"234727-2","Cupressaceae","Sequoiadendron","giganteum","Sequoiadendron giganteum","(Lindl.) J.Buchholz","EN",17.09425868,35.63786579,"tree",381300,"Gymnosperms"
"821923-1","Zamiaceae","Stangeria","eriopus","Stangeria eriopus","(Kunze) Baill.","VU",12.17087202,50.759524,"subshrub",381238,"Gymnosperms"
"946466-1","Podocarpaceae","Sundacarpus","amarus","Sundacarpus amarus","(Blume) C.N.Page","LC",2.879646072,59.96085402,"tree",381310,"Gymnosperms"
"263753-1","Cupressaceae","Taiwania","cryptomerioides","Taiwania cryptomerioides","Hayata","VU",21.21998615,86.097673,"tree",378591,"Gymnosperms"
"30052311-2","Cupressaceae","Taxodium","distichum","Taxodium distichum","(L.) Rich.","LC",1.583315886,28.73765371,"tree",378596,"Gymnosperms"
"306036-2","Taxaceae","Taxus","baccata","Taxus baccata","L.","LC",0.491274949,8.256160974,"tree",378626,"Gymnosperms"
"249736-2","Taxaceae","Taxus","brevifolia","Taxus brevifolia","Nutt.","NT",1.713009757,15.137295,"tree",378623,"Gymnosperms"
"77136027-1","Taxaceae","Taxus","calcicola","Taxus calcicola","L.M.Gao & Mich.Möller","VU",1.634444849,6.367473967,"tree",493329,"Gymnosperms"
"828354-1","Taxaceae","Taxus","canadensis","Taxus canadensis","Marshall","LC",0.468832738,7.325150333,"shrub",379446,"Gymnosperms"
"1148780-2","Taxaceae","Taxus","chinensis","Taxus chinensis","(Pilg.) Rehder","EN",4.485220739,9.468497696,"tree",379454,"Gymnosperms"
"263797-1","Taxaceae","Taxus","contorta","Taxus contorta","Griff.","EN",3.46609857,7.597369471,"shrub or tree",378622,"Gymnosperms"
"324379-2","Taxaceae","Taxus","cuspidata","Taxus cuspidata","Siebold & Zucc.","LC",0.425317315,7.322368068,"tree",378602,"Gymnosperms"
"285874-2","Taxaceae","Taxus","floridana","Taxus floridana","Nutt. ex Chapm.","CR",8.710956803,9.324557087,"tree",378614,"Gymnosperms"
"60448452-2","Taxaceae","Taxus","florinii","Taxus florinii","Spjut",NA,1.720878575,6.685069731,"tree",381594,"Gymnosperms"
"249740-2","Taxaceae","Taxus","globosa","Taxus globosa","Schltdl.","EN",4.095220372,9.444863837,"tree",378686,"Gymnosperms"
"828365-1","Taxaceae","Taxus","mairei","Taxus mairei","(Lemée & H.Lév.) S.Y.Hu","VU",2.292888875,9.907774961,"tree",379444,"Gymnosperms"
"263869-1","Taxaceae","Taxus","wallichiana","Taxus wallichiana","Zucc.","EN",4.320116678,9.703496311,"tree",378675,"Gymnosperms"
"677193-1","Cupressaceae","Tetraclinis","articulata","Tetraclinis articulata","(Vahl) Mast.","LC",1.169097874,19.40228894,"tree",379376,"Gymnosperms"
"677200-1","Cupressaceae","Thuja","koraiensis","Thuja koraiensis","Nakai","VU",0.824416338,3.193451205,"tree",377464,"Gymnosperms"
"263956-1","Cupressaceae","Thuja","occidentalis","Thuja occidentalis","L.","LC",0.234388352,3.651040098,"tree",378542,"Gymnosperms"
"60443333-2","Cupressaceae","Thuja","plicata","Thuja plicata","Donn ex D.Don","LC",0.206946691,3.377072815,"tree",378546,"Gymnosperms"
"263978-1","Cupressaceae","Thuja","standishii","Thuja standishii","(Gordon) Carrière","NT",0.389728977,3.276235763,"tree",378568,"Gymnosperms"
"320936-2","Cupressaceae","Thuja","sutchuenensis","Thuja sutchuenensis","Franch.","EN",1.613287706,3.196995956,"tree",378550,"Gymnosperms"
"263878-1","Cupressaceae","Thujopsis","dolabrata","Thujopsis dolabrata","(L.f.) Siebold & Zucc.","LC",1.263136824,19.34622105,"tree",378641,"Gymnosperms"
"263993-1","Taxaceae","Torreya","californica","Torreya californica","Torr.","VU",1.560594015,6.377469891,"tree",378636,"Gymnosperms"
"263994-1","Taxaceae","Torreya","fargesii","Torreya fargesii","Franch.","VU",1.842779155,7.531883882,"tree",379346,"Gymnosperms"
"20002256-1","Taxaceae","Torreya","grandis","Torreya grandis","Fortune ex Lindl.","LC",0.363456125,6.340268514,"tree",379352,"Gymnosperms"
"828378-1","Taxaceae","Torreya","jackii","Torreya jackii","Chun","EN",4.993173079,9.878567385,"tree",379347,"Gymnosperms"
"263999-1","Taxaceae","Torreya","nucifera","Torreya nucifera","(L.) Siebold & Zucc.","LC",0.427937011,6.61303278,"tree",378632,"Gymnosperms"
"264000-1","Taxaceae","Torreya","taxifolia","Torreya taxifolia","Arn.","CR",4.684727464,4.791946777,"tree",378639,"Gymnosperms"
"264005-1","Pinaceae","Tsuga","canadensis","Tsuga canadensis","(L.) Carrière","NT",1.663921301,13.881727,"tree",379363,"Gymnosperms"
"264006-1","Pinaceae","Tsuga","caroliniana","Tsuga caroliniana","Engelm.","NT",1.309122205,11.522985,"tree",379383,"Gymnosperms"
"677214-1","Pinaceae","Tsuga","chinensis","Tsuga chinensis","(Franch.) Pritz.","LC",0.138127183,2.227400664,"tree",379402,"Gymnosperms"
"264007-1","Pinaceae","Tsuga","diversifolia","Tsuga diversifolia","(Maxim.) Mast.","LC",0.64042366,9.966131351,"tree",379392,"Gymnosperms"
"264009-1","Pinaceae","Tsuga","dumosa","Tsuga dumosa","(D.Don) Eichler","LC",0.034909336,0.612208494,"tree",379389,"Gymnosperms"
"677218-1","Pinaceae","Tsuga","forrestii","Tsuga forrestii","Downie","VU",0.045959302,0.191231265,"tree",379409,"Gymnosperms"
"260297-2","Pinaceae","Tsuga","heterophylla","Tsuga heterophylla","(Raf.) Sarg.","LC",0.681970693,12.73579608,"tree",379395,"Gymnosperms"
"264014-1","Pinaceae","Tsuga","mertensiana","Tsuga mertensiana","(Bong.) Carrière","LC",0.727613033,12.72490266,"tree",379433,"Gymnosperms"
"264018-1","Pinaceae","Tsuga","sieboldii","Tsuga sieboldii","Carrière","NT",1.134782665,9.912234807,"tree",379425,"Gymnosperms"
"383591-1","Welwitschiaceae","Welwitschia","mirabilis","Welwitschia mirabilis","Hook.f.",NA,39.29721291,114.649562,"subshrub",339841,"Gymnosperms"
"294877-1","Cupressaceae","Widdringtonia","nodiflora","Widdringtonia nodiflora","(L.) Powrie","LC",0.091153703,1.386072818,"tree",378724,"Gymnosperms"
"264039-1","Cupressaceae","Widdringtonia","schwarzii","Widdringtonia schwarzii","(Marloth) Mast.","NT",0.069470307,0.603434493,"tree",378742,"Gymnosperms"
"294877-1","Cupressaceae","Widdringtonia","nodiflora","Widdringtonia nodiflora","(L.) Powrie",NA,0.114082688,0.333938323,"tree",378724,"Gymnosperms"
"264042-1","Cupressaceae","Widdringtonia","whytei","Widdringtonia whytei","Rendle","CR",3.328722829,3.336824623,"tree",378745,"Gymnosperms"
"986236-1","Araucariaceae","Wollemia","nobilis","Wollemia nobilis","W.G.Jones, K.D.Hill & J.M.Allen","CR",130.8306652,136.095033,"tree",214863,"Gymnosperms"
"20006840-1","Cupressaceae","Xanthocyparis","vietnamensis","Xanthocyparis vietnamensis","Farjon & T.H.Nguyên","EN",4.092839696,8.014581,"tree",378747,"Gymnosperms"
"297237-1","Zamiaceae","Zamia","acuminata","Zamia acuminata","Oerst. ex Dyer","VU",1.136109898,5.231739716,"perennial or subshrub",378802,"Gymnosperms"
"20009732-1","Zamiaceae","Zamia","amazonum","Zamia amazonum","D.W.Stev.","LC",0.147544011,3.2771812,"subshrub",378805,"Gymnosperms"
"297240-1","Zamiaceae","Zamia","amplifolia","Zamia amplifolia","Mast.","EN",1.543734898,3.023551177,"subshrub",378807,"Gymnosperms"
"270503-2","Zamiaceae","Zamia","angustifolia","Zamia angustifolia","Jacq.","VU",0.516762238,2.266060133,"subshrub",378792,"Gymnosperms"
"297248-1","Zamiaceae","Zamia","boliviana","Zamia boliviana","(Brongn.) A.DC.","LC",0.121683133,2.44545111,"subshrub",378791,"Gymnosperms"
"297256-1","Zamiaceae","Zamia","chigua","Zamia chigua","Seem.","NT",0.761059606,7.008044137,"subshrub",378797,"Gymnosperms"
"287152-2","Zamiaceae","Zamia","cremnophila","Zamia cremnophila","Vovides, Schutzman & Dehgan","EN",0.685955611,1.360318381,"epiphytic subshrub",378882,"Gymnosperms"
"300931-2","Zamiaceae","Zamia","cunaria","Zamia cunaria","Dressler & D.W.Stev.","EN",2.520580039,5.873174,"subshrub",378883,"Gymnosperms"
"77103403-1","Zamiaceae","Zamia","decumbens","Zamia decumbens","Calonje, Meerman, M.P.Griff. & Hoese","CR",2.803669763,3.075757534,"subshrub",462008,"Gymnosperms"
"20009733-1","Zamiaceae","Zamia","disodon","Zamia disodon","D.W.Stev. & Sabato","EN",1.435647038,3.229205343,"subshrub",378890,"Gymnosperms"
"304155-2","Zamiaceae","Zamia","dressleri","Zamia dressleri","D.W.Stev.","EN",2.251202906,4.894248627,"subshrub or shrub",378891,"Gymnosperms"
"319667-2","Zamiaceae","Zamia","elegantissima","Zamia elegantissima","Schutzman, Vovides & R.S.Adams","EN",2.197737767,4.879372897,"perennial or subshrub",378887,"Gymnosperms"
"20009734-1","Zamiaceae","Zamia","encephalartoides","Zamia encephalartoides","D.W.Stev.","EN",1.792925629,3.828605253,"subshrub",378871,"Gymnosperms"
"270517-2","Zamiaceae","Zamia","erosa","Zamia erosa","O.F.Cook & G.N.Collins","VU",0.924081126,4.215788079,"subshrub",378938,"Gymnosperms"
"270518-2","Zamiaceae","Zamia","fairchildiana","Zamia fairchildiana","L.D.Gómez","NT",0.123049169,1.03594537,"subshrub or shrub",378873,"Gymnosperms"
"871791-1","Zamiaceae","Zamia","fischeri","Zamia fischeri","Miq. ex Lem.","EN",1.447483351,3.443202805,"subshrub",378875,"Gymnosperms"
"270522-2","Zamiaceae","Zamia","furfuracea","Zamia furfuracea","L.f. ex Aiton","EN",0.420232224,0.912991649,"subshrub",378868,"Gymnosperms"
"315483-2","Zamiaceae","Zamia","gentryi","Zamia gentryi","Dodson","EN",1.498084804,3.185469503,"subshrub",378909,"Gymnosperms"
"60457402-2","Zamiaceae","Zamia","gomeziana","Zamia gomeziana","R.H.Acuña","NT",0.379579946,2.990706482,"subshrub",468344,"Gymnosperms"
"77123077-1","Zamiaceae","Zamia","grijalvensis","Zamia grijalvensis","Pérez-Farr., Vovides & Mart.-Camilo","CR",2.786920183,3.122846766,"subshrub",474765,"Gymnosperms"
"77094710-1","Zamiaceae","Zamia","hamannii","Zamia hamannii","A.S.Taylor, J.L.Haynes & Holzman","VU",0.684298793,2.690946472,"subshrub",381611,"Gymnosperms"
"270526-2","Zamiaceae","Zamia","herrerae","Zamia herrerae","Calderón & Standl.","VU",0.268985943,1.161925032,"subshrub",378916,"Gymnosperms"
"20009735-1","Zamiaceae","Zamia","hymenophyllidia","Zamia hymenophyllidia","D.W.Stev.","LC",0.338584104,7.349221526,"subshrub",378899,"Gymnosperms"
"77094712-1","Zamiaceae","Zamia","imperialis","Zamia imperialis","A.S.Taylor, J.L.Haynes & Holzman","EN",1.518779435,3.207045955,"subshrub",381612,"Gymnosperms"
"77103615-1","Zamiaceae","Zamia","incognita","Zamia incognita","A.Lindstr. & Idarraga","EN",1.366578283,3.047287191,"subshrub",462007,"Gymnosperms"
"903407-1","Zamiaceae","Zamia","inermis","Zamia inermis","Vovides, J.D.Rees & Vázq.Torres","CR",3.472625702,3.760895137,"subshrub",378897,"Gymnosperms"
"270527-2","Zamiaceae","Zamia","integrifolia","Zamia integrifolia","L.f.","NT",0.486837954,4.19934322,"subshrub",378895,"Gymnosperms"
"301987-2","Zamiaceae","Zamia","ipetiensis","Zamia ipetiensis","D.W.Stev.","EN",2.131699479,4.936733625,"subshrub",378896,"Gymnosperms"
"317130-2","Zamiaceae","Zamia","lacandona","Zamia lacandona","Schutzman & Vovides","EN",0.320586309,0.709032746,"subshrub",378901,"Gymnosperms"
"270531-2","Zamiaceae","Zamia","lecointei","Zamia lecointei","Ducke","LC",0.209392774,3.841062415,"subshrub",378853,"Gymnosperms"
"297321-1","Zamiaceae","Zamia","lindenii","Zamia lindenii","Regel ex André","EN",1.458264398,3.140397082,"shrub or tree",378830,"Gymnosperms"
"297323-1","Zamiaceae","Zamia","lindleyi","Zamia lindleyi","Warsz. ex A.Dietr.","EN",1.189128609,2.678382568,"subshrub",378841,"Gymnosperms"
"297327-1","Zamiaceae","Zamia","loddigesii","Zamia loddigesii","Miq.","NT",0.124616188,1.035335934,"subshrub",378836,"Gymnosperms"
"270540-2","Zamiaceae","Zamia","lucayana","Zamia lucayana","Britton","CR",2.72060475,3.060097447,"subshrub",378838,"Gymnosperms"
"60430713-2","Zamiaceae","Zamia","macrochiera","Zamia macrochiera","D.W.Stev.","EN",1.386533469,2.858284969,"subshrub",378935,"Gymnosperms"
"297335-1","Zamiaceae","Zamia","manicata","Zamia manicata","Linden ex Regel","NT",0.407235715,3.432336555,"subshrub",378813,"Gymnosperms"
"60452463-2","Zamiaceae","Zamia","meermanii","Zamia meermanii","Calonje","EN",1.545434556,3.169554391,"subshrub",459758,"Gymnosperms"
"20009736-1","Zamiaceae","Zamia","melanorrhachis","Zamia melanorrhachis","D.W.Stev.","EN",1.373195919,2.962939063,"subshrub",378815,"Gymnosperms"
"297340-1","Zamiaceae","Zamia","montana","Zamia montana","A.Braun","CR",2.978741037,3.233314247,"subshrub or shrub",378820,"Gymnosperms"
"270550-2","Zamiaceae","Zamia","monticola","Zamia monticola","Chamb.","CR",2.595005244,2.828293512,"subshrub",378821,"Gymnosperms"
"270552-2","Zamiaceae","Zamia","muricata","Zamia muricata","Willd.","LC",0.180766256,3.841711228,"subshrub",378823,"Gymnosperms"
"77128872-1","Zamiaceae","Zamia","nana","Zamia nana","A.Lindstr., Calonje, D.W.Stev. & A.S.Taylor","EN",1.476181431,3.125234739,NA,493663,"Gymnosperms"
"77094711-1","Zamiaceae","Zamia","nesophila","Zamia nesophila","A.S.Taylor, J.L.Haynes & Holzman","CR",3.211539856,3.780776956,"subshrub",381613,"Gymnosperms"
"301988-2","Zamiaceae","Zamia","neurophyllidia","Zamia neurophyllidia","D.W.Stev.","LC",0.23545687,4.983065,"subshrub or shrub",378825,"Gymnosperms"
"297347-1","Zamiaceae","Zamia","obliqua","Zamia obliqua","A.Braun","LC",0.35339352,8.814930858,"subshrub or shrub",378840,"Gymnosperms"
"60427055-2","Zamiaceae","Zamia","oligodonta","Zamia oligodonta","Calderón & D.W.Stev.","CR",2.871084616,3.053697784,"perennial or subshrub",378948,"Gymnosperms"
"77097838-1","Zamiaceae","Zamia","onan-reyesii","Zamia onan-reyesii","C.Nelson & Sandoval","EN",1.455411538,2.913228862,"subshrub",459759,"Gymnosperms"
"77097835-1","Zamiaceae","Zamia","oreillyi","Zamia oreillyi","C.Nelson","CR",2.843395736,3.08928548,"subshrub",459760,"Gymnosperms"
"77177115-1","Zamiaceae","Zamia","paucijuga","Zamia paucijuga","Wieland","NT",0.26307971,2.283856723,"subshrub",386716,"Gymnosperms"
"270556-2","Zamiaceae","Zamia","poeppigiana","Zamia poeppigiana","Mart. & Eichler","LC",0.237471677,5.028893132,"shrub",378859,"Gymnosperms"
"270557-2","Zamiaceae","Zamia","portoricensis","Zamia portoricensis","Urb.","EN",1.543880316,3.54306319,"subshrub",378861,"Gymnosperms"
"297357-1","Zamiaceae","Zamia","prasina","Zamia prasina","W.Bull","LC",0.043476307,0.728265401,"subshrub",378863,"Gymnosperms"
"270558-2","Zamiaceae","Zamia","pseudomonticola","Zamia pseudomonticola","L.D.Gómez","LC",0.068121934,1.043499342,"subshrub",378866,"Gymnosperms"
"297360-1","Zamiaceae","Zamia","pseudoparasitica","Zamia pseudoparasitica","J.Yates","NT",0.885808506,7.463331549,"epiphytic subshrub",378865,"Gymnosperms"
"270561-2","Zamiaceae","Zamia","pumila","Zamia pumila","L.","VU",0.74993172,3.358749854,"subshrub",378846,"Gymnosperms"
"903408-1","Zamiaceae","Zamia","purpurea","Zamia purpurea","Vovides, J.D.Rees & Vázq.Torres","CR",0.558362222,0.580968037,"subshrub",378851,"Gymnosperms"
"270563-2","Zamiaceae","Zamia","pygmaea","Zamia pygmaea","Sims","EN",2.05549968,4.636781021,"subshrub",378845,"Gymnosperms"
"77106614-1","Zamiaceae","Zamia","pyrophylla","Zamia pyrophylla","Calonje, D.W.Stev. & A.Lindstr.","CR",2.915178183,2.997230825,"subshrub",462009,"Gymnosperms"
"77097814-1","Zamiaceae","Zamia","restrepoi","Zamia restrepoi","(D.W.Stev.) A.Lindstr.","CR",2.820668433,3.30941649,"subshrub",459761,"Gymnosperms"
"297372-1","Zamiaceae","Zamia","roezlii","Zamia roezlii","Regel ex Linden","LC",0.152896986,2.959511208,"subshrub or shrub",378848,"Gymnosperms"
"77097834-1","Zamiaceae","Zamia","sandovalii","Zamia sandovalii","C.Nelson","EN",1.653372909,3.325643689,"subshrub or lithophyte",459762,"Gymnosperms"
"297378-1","Zamiaceae","Zamia","skinneri","Zamia skinneri","Warsz. ex A.Dietr.","EN",1.431025723,3.154597561,"subshrub or shrub",378785,"Gymnosperms"
"287153-2","Zamiaceae","Zamia","soconuscensis","Zamia soconuscensis","Schutzman, Vovides & Dehgan","EN",2.526368847,6.586670637,"subshrub",378767,"Gymnosperms"
"270570-2","Zamiaceae","Zamia","spartea","Zamia spartea","A.DC.","CR",5.835371516,7.130116711,"subshrub",378769,"Gymnosperms"
"287154-2","Zamiaceae","Zamia","standleyi","Zamia standleyi","Schutzman","LC",0.262342755,6.485885359,"subshrub",378781,"Gymnosperms"
"77124589-1","Zamiaceae","Zamia","stevensonii","Zamia stevensonii","A.S.Taylor & Holzman","EN",1.551891689,3.164596541,NA,493672,"Gymnosperms"
"270572-2","Zamiaceae","Zamia","stricta","Zamia stricta","Miq.","VU",0.848380086,3.484548462,"subshrub",378766,"Gymnosperms"
"60458173-2","Zamiaceae","Zamia","tolimensis","Zamia tolimensis","Calonje, H.E.Esquivel & D.W.Stev.","EN",1.501926125,3.315583673,"subshrub",475370,"Gymnosperms"
"270575-2","Zamiaceae","Zamia","tuerckheimii","Zamia tuerckheimii","Donn.Sm.","NT",0.314795641,2.66340623,"subshrub",378772,"Gymnosperms"
"270576-2","Zamiaceae","Zamia","ulei","Zamia ulei","Dammer","LC",0.156392002,3.15049011,"subshrub",378753,"Gymnosperms"
"307164-2","Zamiaceae","Zamia","urep","Zamia urep","B.Walln.","CR",3.235301449,3.481598355,"subshrub",378756,"Gymnosperms"
"297402-1","Zamiaceae","Zamia","variegata","Zamia variegata","Warsz.","EN",1.920178702,4.191247431,"subshrub",378758,"Gymnosperms"
"319963-2","Zamiaceae","Zamia","vazquezii","Zamia vazquezii","D.W.Stev., Sabato & De Luca","CR",2.759379705,2.95008374,"subshrub",378765,"Gymnosperms"
"297405-1","Zamiaceae","Zamia","verschaffeltii","Zamia verschaffeltii","Miq.",NA,0.362613378,1.230352177,"subshrub",378761,"Gymnosperms"
"77176960-1","Zamiaceae","Zamia","wallisii","Zamia wallisii","H.J.Veitch","CR",3.638394521,3.796320784,"subshrub",378782,"Gymnosperms"
"50426094-2","Burmanniaceae","Afrothismia","gesnerioides","Afrothismia gesnerioides","H.Maas","CR",42.55,47.17,"holomycotrophic rhizomatous geophyte",218436,"Angiosperms"
"84371-1","Araceae","Amorphophallus","interruptus","Amorphophallus interruptus","Engl. & Gehrm.","CR",40.26,43.08,"tuberous geophyte",8184,"Angiosperms"
"979845-1","Araceae","Amorphophallus","lanuginosus","Amorphophallus lanuginosus","Hett.","CR",46.08,52.6,"tuberous geophyte",8197,"Angiosperms"
"974641-1","Araceae","Amorphophallus","lewallei","Amorphophallus lewallei","Malaisse & Bamps","CR",46.89,50.86,"tuberous geophyte",8204,"Angiosperms"
"77122402-1","Araceae","Amorphophallus","natolii","Amorphophallus natolii","Hett., Wistuba, Amoroso, Medecilo & Claudel","CR",34.68,74.42,"tuberous geophyte",472551,"Angiosperms"
"1021618-1","Araceae","Amorphophallus","synandrifer","Amorphophallus synandrifer","Hett. & V.D.Nguyen","CR",45.59,51.86,"tuberous geophyte",8314,"Angiosperms"
"1151149-2","Gomortegaceae","Gomortega","keule","Gomortega keule","(Molina) Baill.","EN",38.01,78.38,"tree",385449,"Angiosperms"
"77111709-1","Olacaceae","Hondurodendron","urceolatum","Hondurodendron urceolatum","C.Ulloa, Nickrent, Whitef. & D.L.Kelly","CR",54.94,57.32,"tree",2904152,"Angiosperms"
"60426762-2","Triuridaceae","Kupea","jonii","Kupea jonii","Cheek","CR",40.15,45.89,"holomycotrophic perennial",292043,"Angiosperms"
"20012035-1","Triuridaceae","Kupea","martinetugei","Kupea martinetugei","Cheek & S.A.Williams","CR",40.12,46.2,"holomycotrophic perennial",279776,"Angiosperms"
"30011408-2","Rosaceae","Lyonothamnus","floribundus","Lyonothamnus floribundus","A.Gray","EN",31.66,65.32,"tree",2950356,"Angiosperms"
"77162940-1","Magnoliaceae","Magnolia","ofeliae","Magnolia ofeliae","A.Vázquez & Cuevas","CR",28.81,31.4,"tree",526145,"Angiosperms"
"77074665-1","Magnoliaceae","Magnolia","ovoidea","Magnolia ovoidea","(Hung T.Chang & B.L.Chen) V.S.Kumar","CR",29.31,34.4,"tree",344373,"Angiosperms"
"60433084-2","Magnoliaceae","Magnolia","pleiocarpa","Magnolia pleiocarpa","(Dandy) Figlar & Noot.","CR",28.97,32.95,"tree",252962,"Angiosperms"
"77143655-1","Magnoliaceae","Magnolia","sanchez-vegae","Magnolia sanchez-vegae","Marcelo-Peña","CR",29.2,33.26,"tree",491631,"Angiosperms"
"915250-1","Magnoliaceae","Magnolia","sinica","Magnolia sinica","(Y.W.Law) Noot.","CR",42.31,49.47,"tree",117833,"Angiosperms"
"77150281-1","Magnoliaceae","Magnolia","tiepii","Magnolia tiepii","V.T.Tran & Duy","CR",30.9,33.23,"tree",497168,"Angiosperms"
"153701-2","Burmanniaceae","Marthella","trinitatis","Marthella trinitatis","(Johow) Urb.","CR",32.07,36.84,"holomycotroph",254122,"Angiosperms"
"829118-1","Ochnaceae","Medusagyne","oppositifolia","Medusagyne oppositifolia","Baker","CR",46.78,53.43,"tree",2505963,"Angiosperms"
"271918-1","Torricelliaceae","Melanophylla","perrieri","Melanophylla perrieri","Keraudren","EN",29.05,60.17,"shrub or tree",274529,"Angiosperms"
