powo_id,family,genus,species,taxon_name,taxon_authors,Threat.status,EDGE,EDGE_rank,ED,ED_rank,lifeform_description,accepted_plant_name_id
197094-2,Pinaceae,Pinus,rzedowskii,Pinus rzedowskii,Madrigal & M.Caball.,VU,-0.7,408,9.91,300,tree,380002
325668-2,Pinaceae,Pinus,sabiniana,Pinus sabiniana,Douglas,LC,-8.6,1052,3.69,1007,tree,380011
263315-1,Pinaceae,Pinus,serotina,Pinus serotina,Michx.,LC,-8.41,993,4.44,896,tree,379991
77095028-1,Pinaceae,Pinus,sibirica,Pinus sibirica,Du Tour,LC,-8.45,1007,4.28,923,tree,380017
961408-1,Pinaceae,Pinus,squamata,Pinus squamata,X.W.Li,CR,2.19,50,9.17,333,tree,380013
197099-2,Pinaceae,Pinus,strobiformis,Pinus strobiformis,Engelm.,LC,-8.06,889,6.33,588,tree,380012
197100-2,Pinaceae,Pinus,strobus,Pinus strobus,L.,LC,-7.69,802,9.12,337,tree,380022
263353-1,Pinaceae,Pinus,sylvestris,Pinus sylvestris,L.,LC,-7.62,785,9.85,304,tree,380126
263356-1,Pinaceae,Pinus,tabuliformis,Pinus tabuliformis,Carrière,LC,-8.07,897,6.25,602,tree,380115
263357-1,Pinaceae,Pinus,taeda,Pinus taeda,L.,LC,-8.21,944,5.43,739,tree,380129
677109-1,Pinaceae,Pinus,taiwanensis,Pinus taiwanensis,Hayata,LC,-7.75,818,8.62,364,tree,380147
315581-2,Pinaceae,Pinus,tecunumanii,Pinus tecunumanii,F.Schwerdtf. ex Eguiluz & J.P.Perry,VU,-0.91,418,8.08,395,tree,380137
263372-1,Pinaceae,Pinus,teocote,Pinus teocote,Schiede ex Schltdl. & Cham.,LC,-8.73,1073,3.25,1056,tree,380132
263377-1,Pinaceae,Pinus,thunbergii,Pinus thunbergii,Parl.,LC,-8.39,985,4.55,875,tree,380139
282913-2,Pinaceae,Pinus,torreyana,Pinus torreyana,Parry ex Carrière,CR,1.28,243,3.69,1006,tree,380059
314858-2,Pinaceae,Pinus,tropicalis,Pinus tropicalis,Morelet,VU,-0.76,410,9.35,328,tree,380062
263396-1,Pinaceae,Pinus,uncinata,Pinus uncinata,Ramond ex DC.,LC,-7.96,865,6.96,502,shrub or tree,380047
263413-1,Pinaceae,Pinus,virginiana,Pinus virginiana,Mill.,LC,-8.02,880,6.56,558,tree,380091
677118-1,Pinaceae,Pinus,wallichiana,Pinus wallichiana,A.B.Jacks.,LC,-8.45,1010,4.26,926,tree,380092
677119-1,Pinaceae,Pinus,wangii,Pinus wangii,Hu & W.C.Cheng,EN,0.68,328,4.7,844,tree,380097
263419-1,Pinaceae,Pinus,yunnanensis,Pinus yunnanensis,Franch.,LC,-8.18,923,5.63,683,tree,380073
677124-1,Cupressaceae,Platycladus,orientalis,Platycladus orientalis,(L.) Franco,NT,-2.47,532,21.16,130,tree,378336
301482-2,Podocarpaceae,Podocarpus,acuminatus,Podocarpus acuminatus,de Laub.,NT,-3.5,592,7.57,436,tree,380813
263427-1,Podocarpaceae,Podocarpus,acutifolius,Podocarpus acutifolius,Kirk,LC,-7.37,759,12.59,219,shrub,380814
263428-1,Podocarpaceae,Podocarpus,affinis,Podocarpus affinis,Seem.,NT,-4.3,668,3.39,1041,tree,380815
263435-1,Podocarpaceae,Podocarpus,angustifolius,Podocarpus angustifolius,Griseb.,VU,-1.39,472,5,787,shrub or tree,380954
687983-1,Podocarpaceae,Podocarpus,annamiensis,Podocarpus annamiensis,N.E.Gray,NE,1.69,144,5.57,697,tree,380957
283434-2,Podocarpaceae,Podocarpus,aracensis,Podocarpus aracensis,de Laub. & Silba,LC,-7.91,847,7.31,466,tree,380961
687984-1,Podocarpaceae,Podocarpus,archboldii,Podocarpus archboldii,N.E.Gray,VU,-1.07,443,6.85,518,tree,380956
263442-1,Podocarpaceae,Podocarpus,aristulatus,Podocarpus aristulatus,Parl.,NE,1.6,174,5.12,768,tree,380979
1013641-1,Podocarpaceae,Podocarpus,atjehensis,Podocarpus atjehensis,(Wasscher) de Laub.,NT,-3.07,551,11.59,241,tree,380982
60426863-2,Podocarpaceae,Podocarpus,beecherae,Podocarpus beecherae,de Laub.,NE,1.73,133,5.8,664,tree,381212
906887-1,Podocarpaceae,Podocarpus,borneensis,Podocarpus borneensis,de Laub.,LC,-7.94,854,7.16,484,tree,380988
263448-1,Podocarpaceae,Podocarpus,bracteatus,Podocarpus bracteatus,Blume,LC,-8.07,894,6.25,599,tree,380950
928613-1,Podocarpaceae,Podocarpus,brasiliensis,Podocarpus brasiliensis,de Laub.,LC,-8.29,953,5.04,780,tree,380797
828285-1,Podocarpaceae,Podocarpus,brassii,Podocarpus brassii,Pilg.,LC,-7.78,823,8.34,381,tree,379576
828286-1,Podocarpaceae,Podocarpus,brevifolius,Podocarpus brevifolius,(Stapf) Foxw.,NT,-3.53,598,7.29,469,shrub,379565
204574-2,Podocarpaceae,Podocarpus,buchii,Podocarpus buchii,Urb.,EN,1.2,253,7.88,409,tree,379566
687985-1,Podocarpaceae,Podocarpus,capuronii,Podocarpus capuronii,de Laub.,EN,1.59,183,11.62,239,tree,380804
301686-2,Podocarpaceae,Podocarpus,celatus,Podocarpus celatus,de Laub.,LC,-7.7,808,9.02,346,tree,380806
687986-1,Podocarpaceae,Podocarpus,chingianus,Podocarpus chingianus,S.Y.Hu,DD,1.5,205,4.63,860,tree,380834
906888-1,Podocarpaceae,Podocarpus,confertus,Podocarpus confertus,de Laub.,EN,1.17,259,7.67,427,tree,380836
263460-1,Podocarpaceae,Podocarpus,coriaceus,Podocarpus coriaceus,Rich.,LC,-8.2,937,5.47,724,tree,380838
263463-1,Podocarpaceae,Podocarpus,costalis,Podocarpus costalis,C.Presl,EN,0.59,339,4.29,920,shrub,380840
283437-2,Podocarpaceae,Podocarpus,costaricensis,Podocarpus costaricensis,de Laub.,CR,1.96,81,7.33,465,tree,380843
828295-1,Podocarpaceae,Podocarpus,decipiens,Podocarpus decipiens,N.E.Gray,NE,1.19,254,3.4,1037,tree,379570
828296-1,Podocarpaceae,Podocarpus,decumbens,Podocarpus decumbens,N.E.Gray,CR,2.33,37,10.6,264,subshrub or shrub,379571
828297-1,Podocarpaceae,Podocarpus,deflexus,Podocarpus deflexus,Ridl.,NT,-4.07,656,4.29,921,tree,379572
1013642-1,Podocarpaceae,Podocarpus,degeneri,Podocarpus degeneri,(N.E.Gray) de Laub.,NE,1.19,255,3.39,1040,tree,380823
828298-1,Podocarpaceae,Podocarpus,dispermus,Podocarpus dispermus,C.T.White,LC,-7.64,792,9.63,315,tree,379573
263472-1,Podocarpaceae,Podocarpus,drouynianus,Podocarpus drouynianus,F.Muell.,LC,-7.61,782,9.95,299,shrub,380828
204580-2,Podocarpaceae,Podocarpus,ekmanii,Podocarpus ekmanii,Urb.,LC,-8.29,957,5,788,shrub or tree,379574
120790-3,Podocarpaceae,Podocarpus,elatus,Podocarpus elatus,R.Br. ex Endl.,LC,-7.88,840,7.54,445,tree,380830
263477-1,Podocarpaceae,Podocarpus,elongatus,Podocarpus elongatus,(Aiton) L'Hér. ex Pers.,LC,-7.65,794,9.54,318,tree,380858
906889-1,Podocarpaceae,Podocarpus,fasciculus,Podocarpus fasciculus,de Laub.,VU,-1.29,466,5.5,716,tree,380921
828306-1,Podocarpaceae,Podocarpus,forrestii,Podocarpus forrestii,Craib & W.W.Sm.,NE,1.39,224,4.12,942,tree,379534
687991-1,Podocarpaceae,Podocarpus,gibbsiae,Podocarpus gibbsiae,N.E.Gray,VU,-1.39,474,4.99,791,tree,380920
828307-1,Podocarpaceae,Podocarpus,glaucus,Podocarpus glaucus,Foxw.,LC,-8.18,925,5.6,693,tree,379535
906890-1,Podocarpaceae,Podocarpus,globulus,Podocarpus globulus,de Laub.,EN,1.18,258,7.72,422,tree,380918
263488-1,Podocarpaceae,Podocarpus,glomeratus,Podocarpus glomeratus,D.Don,NT,-3.55,599,7.17,482,tree,380899
263489-1,Podocarpaceae,Podocarpus,gnidioides,Podocarpus gnidioides,Carrière,NT,-3.19,557,10.25,280,shrub,380900
906891-1,Podocarpaceae,Podocarpus,grayae,Podocarpus grayae,de Laub.,LC,-7.79,824,8.27,382,tree,380903
204582-2,Podocarpaceae,Podocarpus,guatemalensis,Podocarpus guatemalensis,Standl.,LC,-8.29,954,5.04,781,tree,381228
828310-1,Podocarpaceae,Podocarpus,henkelii,Podocarpus henkelii,Stapf ex Dallim. & A.B.Jacks,EN,1.94,83,16.49,177,tree,379538
928803-1,Podocarpaceae,Podocarpus,hispaniolensis,Podocarpus hispaniolensis,de Laub.,EN,1.55,191,11.22,248,tree,380898
687992-1,Podocarpaceae,Podocarpus,humbertii,Podocarpus humbertii,de Laub.,EN,1.16,261,7.6,432,tree,380908
687993-1,Podocarpaceae,Podocarpus,idenburgensis,Podocarpus idenburgensis,N.E.Gray,NE,2.1,62,8.41,378,tree,380911
906892-1,Podocarpaceae,Podocarpus,insularis,Podocarpus insularis,de Laub.,LC,-8.68,1067,3.4,1038,tree,380941
263509-1,Podocarpaceae,Podocarpus,laetus,Podocarpus laetus,Hooibr. ex Endl.,LC,-7.43,765,11.88,235,tree,380989
204586-2,Podocarpaceae,Podocarpus,lambertii,Podocarpus lambertii,Klotzsch ex Endl.,NT,-3.61,605,6.76,532,tree,380990
828314-1,Podocarpaceae,Podocarpus,latifolius,Podocarpus latifolius,(Thunb.) R.Br. ex Mirb.,LC,-7.7,806,9.05,342,tree,380968
904993-1,Podocarpaceae,Podocarpus,laubenfelsii,Podocarpus laubenfelsii,Tiong,EN,0.55,342,4.12,943,tree,380977
263516-1,Podocarpaceae,Podocarpus,lawrencii,Podocarpus lawrencii,Hook.f.,LC,-7.6,780,9.99,297,subshrub or shrub,381234
828315-1,Podocarpaceae,Podocarpus,ledermannii,Podocarpus ledermannii,Pilg.,LC,-8.23,947,5.34,748,tree,379541
687995-1,Podocarpaceae,Podocarpus,levis,Podocarpus levis,de Laub.,LC,-7.8,825,8.16,393,tree,380972
263519-1,Podocarpaceae,Podocarpus,longifoliolatus,Podocarpus longifoliolatus,Pilg.,EN,1.23,248,8.19,390,tree,380974
687996-1,Podocarpaceae,Podocarpus,lophatus,Podocarpus lophatus,de Laub.,VU,-1.7,503,3.66,1012,tree,380976
687997-1,Podocarpaceae,Podocarpus,lucienii,Podocarpus lucienii,de Laub.,LC,-8.06,885,6.35,581,tree,380951
687998-1,Podocarpaceae,Podocarpus,macrocarpus,Podocarpus macrocarpus,de Laub.,EN,1.24,246,8.23,386,tree,380948
263522-1,Podocarpaceae,Podocarpus,macrophyllus,Podocarpus macrophyllus,(Thunb.) Sweet,LC,-8.17,921,5.65,677,tree,380932
263526-1,Podocarpaceae,Podocarpus,madagascariensis,Podocarpus madagascariensis,Baker,NT,-3.07,550,11.62,240,tree,380929
204589-2,Podocarpaceae,Podocarpus,magnifolius,Podocarpus magnifolius,J.Buchholz & N.E.Gray,LC,-8.2,936,5.48,720,tree,381216
204590-2,Podocarpaceae,Podocarpus,matudae,Podocarpus matudae,Lundell,VU,-0.52,393,11.9,233,tree,381223
906893-1,Podocarpaceae,Podocarpus,micropedunculatus,Podocarpus micropedunculatus,de Laub.,NT,-3.5,591,7.58,435,tree,380904
263535-1,Podocarpaceae,Podocarpus,milanjianus,Podocarpus milanjianus,Rendle,LC,-7.7,807,9.05,343,tree,380861
828324-1,Podocarpaceae,Podocarpus,nakaii,Podocarpus nakaii,Hayata,EN,0.82,313,5.39,742,tree,379522
263544-1,Podocarpaceae,Podocarpus,neglectus,Podocarpus neglectus,Blume,NE,2.07,70,8.13,394,tree,380871
263545-1,Podocarpaceae,Podocarpus,neriifolius,Podocarpus neriifolius,D.Don,LC,-7.76,820,8.54,372,tree,380872
263546-1,Podocarpaceae,Podocarpus,nivalis,Podocarpus nivalis,Hook.,LC,-7.6,779,9.99,296,subshrub or shrub,380867
263549-1,Podocarpaceae,Podocarpus,novae-caledoniae,Podocarpus novae-caledoniae,Vieill. ex Brongn. & Gris,LC,-8.15,918,5.8,665,shrub,380848
263551-1,Podocarpaceae,Podocarpus,nubigenus,Podocarpus nubigenus,Lindl.,NT,-3.07,552,11.59,242,tree,380859
263553-1,Podocarpaceae,Podocarpus,oleifolius,Podocarpus oleifolius,D.Don,LC,-7.7,809,9.02,347,tree,380846
77122779-1,Podocarpaceae,Podocarpus,orarius,Podocarpus orarius,R.R.Mill & M.Whiting,NT,-3.51,594,7.45,455,tree,474275
934563-1,Podocarpaceae,Podocarpus,palawanensis,Podocarpus palawanensis,de Laub. & Silba,CR,1.98,78,7.45,453,tree,380855
688000-1,Podocarpaceae,Podocarpus,pallidus,Podocarpus pallidus,N.E.Gray,VU,-1.71,505,3.6,1018,shrub or tree,380857
204598-2,Podocarpaceae,Podocarpus,parlatorei,Podocarpus parlatorei,Pilg.,NT,-3.1,553,11.25,247,tree,380850
204600-2,Podocarpaceae,Podocarpus,pendulifolius,Podocarpus pendulifolius,J.Buchholz & N.E.Gray,EN,1.19,256,7.83,412,tree,379527
51025759-1,Podocarpaceae,Podocarpus,perrieri,Podocarpus perrieri,Gaussen & Woltz,CR,2.07,68,8.16,391,tree,386686
828332-1,Podocarpaceae,Podocarpus,pilgeri,Podocarpus pilgeri,Foxw.,LC,-8.19,930,5.54,706,tree,379529
688002-1,Podocarpaceae,Podocarpus,polyspermus,Podocarpus polyspermus,de Laub.,EN,0.98,287,6.35,580,tree,380897
688003-1,Podocarpaceae,Podocarpus,polystachyus,Podocarpus polystachyus,R.Br. ex Endl.,VU,-0.98,428,7.54,444,tree,380888
688004-1,Podocarpaceae,Podocarpus,pseudobracteatus,Podocarpus pseudobracteatus,de Laub.,LC,-8.07,895,6.25,600,tree,380896
263568-1,Podocarpaceae,Podocarpus,purdieanus,Podocarpus purdieanus,Hook.,EN,1.15,263,7.54,446,tree,380893
77077860-1,Podocarpaceae,Podocarpus,ramosii,Podocarpus ramosii,R.R.Mill,DD,1.74,131,5.86,652,tree,381421
688005-1,Podocarpaceae,Podocarpus,ridleyi,Podocarpus ridleyi,(Wasscher) N.E.Gray,VU,-0.92,420,7.94,403,tree,380877
204605-2,Podocarpaceae,Podocarpus,roraimae,Podocarpus roraimae,Pilg.,LC,-7.82,827,8.04,399,tree,379549
828338-1,Podocarpaceae,Podocarpus,rostratus,Podocarpus rostratus,J.Laurent,EN,0.86,307,5.6,692,tree,379550
906894-1,Podocarpaceae,Podocarpus,rubens,Podocarpus rubens,de Laub.,LC,-8.14,912,5.86,653,tree,380876
263574-1,Podocarpaceae,Podocarpus,rumphii,Podocarpus rumphii,Blume,NT,-3.38,575,8.54,371,tree,380884
204607-2,Podocarpaceae,Podocarpus,rusbyi,Podocarpus rusbyi,J.Buchholz & N.E.Gray,VU,-1.36,470,5.15,767,tree,381210
263575-1,Podocarpaceae,Podocarpus,salicifolius,Podocarpus salicifolius,Klotzsch & H.Karst. ex Endl.,LC,-8.61,1057,3.66,1013,tree,380794
263576-1,Podocarpaceae,Podocarpus,salignus,Podocarpus salignus,D.Don,VU,-0.19,386,16.55,174,tree,380914
828340-1,Podocarpaceae,Podocarpus,salomoniensis,Podocarpus salomoniensis,Wasscher,NT,-3.69,614,6.22,607,tree,379551
263578-1,Podocarpaceae,Podocarpus,sellowii,Podocarpus sellowii,Klotzsch ex Endl.,EN,1.13,267,7.34,464,tree,380782
906895-1,Podocarpaceae,Podocarpus,smithii,Podocarpus smithii,de Laub.,LC,-7.09,737,16.61,173,tree,380783
906896-1,Podocarpaceae,Podocarpus,spathoides,Podocarpus spathoides,de Laub.,DD,1.59,178,5.08,775,shrub or tree,380784
263584-1,Podocarpaceae,Podocarpus,spinulosus,Podocarpus spinulosus,(Sm.) R.Br. ex Mirb.,LC,-7.83,829,7.91,405,shrub,380788
263586-1,Podocarpaceae,Podocarpus,sprucei,Podocarpus sprucei,Parl.,EN,1.06,278,6.88,509,tree,380790
204613-2,Podocarpaceae,Podocarpus,steyermarkii,Podocarpus steyermarkii,J.Buchholz & N.E.Gray,LC,-7.72,812,8.9,353,tree,379548
906897-1,Podocarpaceae,Podocarpus,subtropicalis,Podocarpus subtropicalis,de Laub.,DD,1.68,150,5.53,712,tree,380792
828346-1,Podocarpaceae,Podocarpus,sylvestris,Podocarpus sylvestris,J.Buchholz,LC,-8,875,6.7,544,tree,379556
204617-2,Podocarpaceae,Podocarpus,tepuiensis,Podocarpus tepuiensis,J.Buchholz & N.E.Gray,LC,-7.85,832,7.82,417,tree,379557
263592-1,Podocarpaceae,Podocarpus,teysmannii,Podocarpus teysmannii,Miq.,NT,-3.91,638,4.99,792,tree,380774
263593-1,Podocarpaceae,Podocarpus,thevetiifolius,Podocarpus thevetiifolius,Zipp. ex Blume,NE,2.12,60,8.6,365,tree,380775
77092469-1,Podocarpaceae,Podocarpus,tixieri,Podocarpus tixieri,Gaussen ex Silba,NE,2.13,59,8.68,361,tree,381578
263597-1,Podocarpaceae,Podocarpus,totara,Podocarpus totara,G.Benn. ex D.Don,LC,-7.43,766,11.88,236,tree,380778
1013643-1,Podocarpaceae,Podocarpus,transiens,Podocarpus transiens,(Pilg.) de Laub.,EN,1.04,280,6.76,531,tree,380780
204618-2,Podocarpaceae,Podocarpus,trinitensis,Podocarpus trinitensis,J.Buchholz & N.E.Gray,NT,-3.82,631,5.47,723,tree,379558
204619-2,Podocarpaceae,Podocarpus,urbanii,Podocarpus urbanii,Pilg.,CR,2.12,61,8.55,370,tree,381205
204622-2,Podocarpaceae,Podocarpus,victorinianus,Podocarpus victorinianus,Carabia,NE,2.07,69,8.16,392,tree,379560
1015558-2,Podocarpaceae,Prumnopitys,andina,Prumnopitys andina,(Poepp. ex Endl.) de Laub.,VU,0.9,301,49.02,41,tree,381013
77203785-1,Podocarpaceae,Pectinopitys,exigua,Pectinopitys exigua,(de Laub.) C.N.Page,NT,-2.02,517,33.22,59,tree,535410
77203782-1,Podocarpaceae,Pectinopitys,ferruginea,Pectinopitys ferruginea,(G.Benn. ex D.Don) C.N.Page,LC,-5.88,684,56.13,28,tree,535384
77203783-1,Podocarpaceae,Pectinopitys,ferruginoides,Pectinopitys ferruginoides,(Compton) C.N.Page,LC,-5.88,685,56.13,29,tree,535383
77203787-1,Podocarpaceae,Pectinopitys,harmsiana,Pectinopitys harmsiana,(Pilg.) C.N.Page,NT,-1.66,501,47.56,44,tree,535392
77203784-1,Podocarpaceae,Pectinopitys,ladei,Pectinopitys ladei,(F.M.Bailey) C.N.Page,VU,1.08,273,58.72,23,tree,535382
1082758-2,Podocarpaceae,Prumnopitys,montana,Prumnopitys montana,(Humb. & Bonpl. ex Willd.) de Laub.,VU,0.51,347,33.22,58,tree,380999
77203786-1,Podocarpaceae,Pectinopitys,standleyi,Pectinopitys standleyi,(J.Buchholz & N.E.Gray) C.N.Page,EN,2.97,18,46.23,45,tree,535390
688019-1,Podocarpaceae,Prumnopitys,taxifolia,Prumnopitys taxifolia,(Sol. ex D.Don) de Laub.,LC,-5.77,680,62.16,19,tree,381003
677125-1,Pinaceae,Pseudolarix,amabilis,Pseudolarix amabilis,(J.Nelson) Rehder,VU,1.23,249,68.65,13,tree,379658
828352-1,Taxaceae,Pseudotaxus,chienii,Pseudotaxus chienii,(W.C.Cheng) W.C.Cheng,VU,1.23,250,68.23,15,shrub,379553
677138-1,Pinaceae,Pseudotsuga,japonica,Pseudotsuga japonica,(Shiras.) Beissn.,EN,2.43,30,26.98,78,tree,379650
677139-1,Pinaceae,Pseudotsuga,macrocarpa,Pseudotsuga macrocarpa,(Vasey) Mayr,NT,-2.23,520,26.98,79,tree,378313
677141-1,Pinaceae,Pseudotsuga,menziesii,Pseudotsuga menziesii,(Mirb.) Franco,LC,-6.56,704,28.33,73,tree,379633
677145-1,Pinaceae,Pseudotsuga,sinensis,Pseudotsuga sinensis,Dode,VU,0.36,359,28.55,71,tree,379635
946468-1,Podocarpaceae,Retrophyllum,comptonii,Retrophyllum comptonii,(J.Buchholz) C.N.Page,LC,-7.2,747,15,195,tree,378480
946469-1,Podocarpaceae,Retrophyllum,minus,Retrophyllum minus,(Carrière) C.N.Page,EN,1.84,106,15,194,shrub or tree,378481
946470-1,Podocarpaceae,Retrophyllum,piresii,Retrophyllum piresii,(Silba) C.N.Page,DD,2.7,22,15.32,191,tree,378482
946471-1,Podocarpaceae,Retrophyllum,rospigliosii,Retrophyllum rospigliosii,(Pilg.) C.N.Page,VU,-0.27,388,15.32,192,tree,378483
946467-1,Podocarpaceae,Retrophyllum,vitiense,Retrophyllum vitiense,(Seem.) C.N.Page,LC,-7,729,18.31,158,tree,378484
263728-1,Podocarpaceae,Saxegothaea,conspicua,Saxegothaea conspicua,Lindl.,NT,-0.77,412,115.47,5,tree,381326
263735-1,Sciadopityaceae,Sciadopitys,verticillata,Sciadopitys verticillata,(Thunb.) Siebold & Zucc.,NT,-0.11,385,223.58,2,tree,381303
263741-1,Cupressaceae,Sequoia,sempervirens,Sequoia sempervirens,(D.Don) Endl.,EN,3,15,47.81,42,tree,378988
234727-2,Cupressaceae,Sequoiadendron,giganteum,Sequoiadendron giganteum,(Lindl.) J.Buchholz,EN,3,16,47.81,43,tree,381300
821923-1,Zamiaceae,Stangeria,eriopus,Stangeria eriopus,(Kunze) Baill.,VU,0.96,292,52.06,34,subshrub,381238
946466-1,Podocarpaceae,Sundacarpus,amarus,Sundacarpus amarus,(Blume) C.N.Page,LC,-5.68,679,68.34,14,tree,381310
263753-1,Cupressaceae,Taiwania,cryptomerioides,Taiwania cryptomerioides,Hayata,VU,1.47,212,87.2,9,tree,378591
30052311-2,Cupressaceae,Taxodium,distichum,Taxodium distichum,(L.) Rich.,LC,-6.34,695,35.17,54,tree,378596
306036-2,Taxaceae,Taxus,baccata,Taxus baccata,L.,LC,-6.95,722,19.24,149,tree,378626
249736-2,Taxaceae,Taxus,brevifolia,Taxus brevifolia,Nutt.,NT,-2.29,524,25.26,89,tree,378623
77136027-1,Taxaceae,Taxus,calcicola,Taxus calcicola,L.M.Gao & Mich.Möller,NE,2.84,21,17.72,165,tree,493329
828354-1,Taxaceae,Taxus,canadensis,Taxus canadensis,Marshall,LC,-6.95,723,19.08,150,shrub,379446
1148780-2,Taxaceae,Taxus,chinensis,Taxus chinensis,(Pilg.) Rehder,EN,2.14,57,20.26,142,tree,379454
263797-1,Taxaceae,Taxus,contorta,Taxus contorta,Griff.,EN,2.09,64,19.24,148,shrub or tree,378622
324379-2,Taxaceae,Taxus,cuspidata,Taxus cuspidata,Siebold & Zucc.,LC,-6.95,724,19.08,151,tree,378602
285874-2,Taxaceae,Taxus,floridana,Taxus floridana,Nutt. ex Chapm.,CR,2.97,17,20.2,143,tree,378614
60448452-2,Taxaceae,Taxus,florinii,Taxus florinii,Spjut,NE,2.87,20,18.15,161,tree,381594
249740-2,Taxaceae,Taxus,globosa,Taxus globosa,Schltdl.,EN,2.14,58,20.2,144,tree,378686
828365-1,Taxaceae,Taxus,mairei,Taxus mairei,(Lemée & H.Lév.) S.Y.Hu,VU,0.03,384,20.58,139,tree,379444
263869-1,Taxaceae,Taxus,wallichiana,Taxus wallichiana,Zucc.,EN,2.16,55,20.58,138,tree,378675
677193-1,Cupressaceae,Tetraclinis,articulata,Tetraclinis articulata,(Vahl) Mast.,LC,-6.78,716,22.7,107,tree,379376
677200-1,Cupressaceae,Thuja,koraiensis,Thuja koraiensis,Nakai,VU,-0.49,392,12.3,224,tree,377464
263956-1,Cupressaceae,Thuja,occidentalis,Thuja occidentalis,L.,LC,-7.39,762,12.3,225,tree,378542
60443333-2,Cupressaceae,Thuja,plicata,Thuja plicata,Donn ex D.Don,LC,-7.41,764,12.13,228,tree,378546
263978-1,Cupressaceae,Thuja,standishii,Thuja standishii,(Gordon) Carrière,NT,-3.03,548,12.03,230,tree,378568
320936-2,Cupressaceae,Thuja,sutchuenensis,Thuja sutchuenensis,Franch.,EN,1.62,167,12.03,229,tree,378550
263878-1,Cupressaceae,Thujopsis,dolabrata,Thujopsis dolabrata,(L.f.) Siebold & Zucc.,LC,-6.7,712,24.65,94,tree,378641
263993-1,Taxaceae,Torreya,californica,Torreya californica,Torr.,VU,0.12,379,22.47,112,tree,378636
263994-1,Taxaceae,Torreya,fargesii,Torreya fargesii,Franch.,VU,0.15,373,23.31,98,tree,379346
20002256-1,Taxaceae,Torreya,grandis,Torreya grandis,Fortune ex Lindl.,LC,-6.83,719,21.63,127,tree,379352
828378-1,Taxaceae,Torreya,jackii,Torreya jackii,Chun,EN,2.36,34,25.19,90,tree,379347
263999-1,Taxaceae,Torreya,nucifera,Torreya nucifera,(L.) Siebold & Zucc.,LC,-6.78,717,22.62,111,tree,378632
264000-1,Taxaceae,Torreya,taxifolia,Torreya taxifolia,Arn.,CR,3.04,13,21.63,126,tree,378639
264005-1,Pinaceae,Tsuga,canadensis,Tsuga canadensis,(L.) Carrière,NT,-2.54,536,19.64,147,tree,379363
264006-1,Pinaceae,Tsuga,caroliniana,Tsuga caroliniana,Engelm.,NT,-2.65,538,17.67,166,tree,379383
677214-1,Pinaceae,Tsuga,chinensis,Tsuga chinensis,(Franch.) Pritz.,LC,-7.47,767,11.4,244,tree,379402
264007-1,Pinaceae,Tsuga,diversifolia,Tsuga diversifolia,(Maxim.) Mast.,LC,-7.09,736,16.65,172,tree,379392
264009-1,Pinaceae,Tsuga,dumosa,Tsuga dumosa,(D.Don) Eichler,LC,-7.57,773,10.32,278,tree,379389
677218-1,Pinaceae,Tsuga,forrestii,Tsuga forrestii,Downie,VU,-0.66,405,10.32,277,tree,379409
260297-2,Pinaceae,Tsuga,heterophylla,Tsuga heterophylla,(Raf.) Sarg.,LC,-6.92,720,19.76,145,tree,379395
264014-1,Pinaceae,Tsuga,mertensiana,Tsuga mertensiana,(Bong.) Carrière,LC,-6.92,721,19.76,146,tree,379433
264018-1,Pinaceae,Tsuga,sieboldii,Tsuga sieboldii,Carrière,NT,-2.71,540,16.65,171,tree,379425
383591-1,Welwitschiaceae,Welwitschia,mirabilis,Welwitschia mirabilis,Hook.f.,LC,-5.15,675,116.31,4,subshrub,339841
294877-1,Cupressaceae,Widdringtonia,nodiflora,Widdringtonia nodiflora,(L.) Powrie,LC,-7.73,814,8.81,357,tree,378724
264039-1,Cupressaceae,Widdringtonia,schwarzii,Widdringtonia schwarzii,(Marloth) Mast.,NT,-3.42,580,8.21,388,tree,378742
294877-1,Cupressaceae,Widdringtonia,nodiflora,Widdringtonia nodiflora,(L.) Powrie,CR,2.07,66,8.21,387,tree,378724
264042-1,Cupressaceae,Widdringtonia,whytei,Widdringtonia whytei,Rendle,CR,2.28,40,10.11,286,tree,378745
986236-1,Araucariaceae,Wollemia,nobilis,Wollemia nobilis,"W.G.Jones, K.D.Hill & J.M.Allen",CR,4.91,1,139.59,3,tree,214863
297237-1,Zamiaceae,Zamia,acuminata,Zamia acuminata,Oerst. ex Dyer,VU,-1.03,439,7.15,485,perennial or subshrub,378802
20009732-1,Zamiaceae,Zamia,amazonum,Zamia amazonum,D.W.Stev.,NT,-3.82,630,5.48,719,subshrub,378805
297240-1,Zamiaceae,Zamia,amplifolia,Zamia amplifolia,Mast.,CR,1.68,147,5.56,702,subshrub,378807
270503-2,Zamiaceae,Zamia,angustifolia,Zamia angustifolia,Jacq.,VU,-1.34,469,5.24,758,subshrub,378792
297248-1,Zamiaceae,Zamia,boliviana,Zamia boliviana,(Brongn.) A.DC.,NT,-3.86,636,5.25,754,subshrub,378791
297256-1,Zamiaceae,Zamia,chigua,Zamia chigua,Seem.,NT,-3.35,573,8.77,358,subshrub,378797
287152-2,Zamiaceae,Zamia,cremnophila,Zamia cremnophila,"Vovides, Schutzman & Dehgan",EN,0.48,351,3.85,990,epiphytic subshrub,378882
