powo_id,family,genus,species,taxon_name,taxon_authors,Threat.status,EDGE,EDGE_rank,ED,ED_rank,lifeform_description,accepted_plant_name_id
60468511-2,Pinaceae,Abies,alba,Abies alba,Mill.,LC,-7.86,834,7.75,420,tree,381621
325658-2,Pinaceae,Abies,amabilis,Abies amabilis,Douglas ex J.Forbes,LC,-8.14,913,5.85,656,tree,381632
1084057-2,Pinaceae,Abies,balsamea,Abies balsamea,(L.) Mill.,LC,-8.63,1060,3.57,1024,tree,381647
676549-1,Pinaceae,Abies,beshanzuensis,Abies beshanzuensis,M.H.Wu,CR,1.65,158,5.36,744,tree,381658
1146685-2,Pinaceae,Abies,bracteata,Abies bracteata,(D.Don) Poit.,NT,-3.06,549,11.68,238,tree,381668
261486-1,Pinaceae,Abies,cephalonica,Abies cephalonica,Loudon,LC,-7.91,846,7.36,463,tree,381681
676557-1,Pinaceae,Abies,chensiensis,Abies chensiensis,Tiegh.,LC,-8.51,1021,4.03,954,tree,381689
261491-1,Pinaceae,Abies,cilicica,Abies cilicica,(Antoine & Kotschy) Carrière,NT,-3.89,637,5.09,771,tree,381699
1031026-2,Pinaceae,Abies,concolor,Abies concolor,(Gordon & Glend.) Lindl. ex Hildebr.,LC,-8.18,927,5.58,695,tree,381713
261505-1,Pinaceae,Abies,delavayi,Abies delavayi,Franch.,LC,-8.62,1058,3.63,1015,tree,381727
261506-1,Pinaceae,Abies,densa,Abies densa,Griff.,LC,-8.08,899,6.22,605,tree,381736
676563-1,Pinaceae,Abies,durangensis,Abies durangensis,Martínez,LC,-8.33,966,4.83,816,tree,381744
77261659-1,Pinaceae,Abies,delavayi,Abies delavayi var. fabri,(Mast.) D.R.Hunt,VU,-1.66,500,3.81,995,tree,381729
903410-1,Pinaceae,Abies,fanjingshanensis,Abies fanjingshanensis,"W.L.Huang, Y.L.Tu & S.Z.Fang",EN,0.84,308,5.54,705,tree,381770
261522-1,Pinaceae,Abies,fargesii,Abies fargesii,Franch.,LC,-8.43,1000,4.35,911,tree,381772
261525-1,Pinaceae,Abies,firma,Abies firma,Siebold & Zucc.,LC,-8.63,1059,3.58,1020,tree,381782
271462-2,Pinaceae,Abies,flinckii,Abies flinckii,Rushforth,NE,1.56,188,4.9,805,tree,381783
676570-1,Pinaceae,Abies,forrestii,Abies forrestii,Coltm.-Rog.,LC,-8.47,1016,4.18,935,tree,381784
1030488-2,Pinaceae,Abies,fraseri,Abies fraseri,(Pursh) Poir.,EN,0.62,338,4.44,899,tree,381792
1033427-2,Pinaceae,Abies,grandis,Abies grandis,(Douglas ex D.Don) Lindl.,LC,-8.28,952,5.06,778,tree,381804
676575-1,Pinaceae,Abies,guatemalensis,Abies guatemalensis,Rehder,EN,0.63,334,4.46,890,tree,381810
676576-1,Pinaceae,Abies,hickelii,Abies hickelii,Flous & Gaussen,EN,0.63,335,4.46,891,tree,381821
301448-2,Pinaceae,Abies,hidalgensis,Abies hidalgensis,"Debreczy, I.Rácz & Guízar",VU,-1.33,467,5.31,750,tree,381823
261545-1,Pinaceae,Abies,holophylla,Abies holophylla,Maxim.,NT,-3.98,644,4.69,848,tree,381827
261546-1,Pinaceae,Abies,homolepis,Abies homolepis,Siebold & Zucc.,NT,-3.84,635,5.36,745,tree,381829
77143585-1,Pinaceae,Abies,jaliscana,Abies jaliscana,"(Martínez) Mantilla, Shalisko & A.Vázquez",NE,1.65,159,5.34,746,tree,487922
676581-1,Pinaceae,Abies,kawakamii,Abies kawakamii,(Hayata) Ito,NT,-4.24,665,3.58,1019,tree,381842
676582-1,Pinaceae,Abies,koreana,Abies koreana,E.H.Wilson,EN,0.58,341,4.26,927,tree,381844
1081948-2,Pinaceae,Abies,lasiocarpa,Abies lasiocarpa,(Hook.) Nutt.,LC,-8.63,1061,3.57,1025,tree,381853
325664-2,Pinaceae,Abies,magnifica,Abies magnifica,A.Murray bis,LC,-8.14,914,5.85,657,tree,381868
261575-1,Pinaceae,Abies,mariesii,Abies mariesii,Mast.,LC,-7.95,862,7.02,495,tree,381874
676593-1,Pinaceae,Abies,nebrodensis,Abies nebrodensis,(Lojac.) Mattei,CR,1.98,77,7.49,450,tree,381902
1029118-2,Pinaceae,Abies,nephrolepis,Abies nephrolepis,(Trautv.) Maxim.,LC,-8.44,1005,4.3,918,tree,381905
261599-1,Pinaceae,Abies,nordmanniana,Abies nordmanniana,(Steven) Spach,LC,-8.32,962,4.86,811,tree,381919
261601-1,Pinaceae,Abies,numidica,Abies numidica,de Lannoy ex Carrière,CR,1.55,190,4.86,810,tree,381929
676605-1,Pinaceae,Abies,pindrow,Abies pindrow,(Royle ex D.Don) Royle,LC,-8.19,929,5.55,703,tree,381960
676606-1,Pinaceae,Abies,pinsapo,Abies pinsapo,Boiss.,EN,0.73,321,4.94,797,tree,381963
676607-1,Pinaceae,Abies,procera,Abies procera,Rehder,LC,-7.99,872,6.76,533,tree,381974
676609-1,Pinaceae,Abies,recurvata,Abies recurvata,Mast.,VU,-1.43,480,4.8,822,tree,381978
261625-1,Pinaceae,Abies,religiosa,Abies religiosa,(Kunth) Schltdl. & Cham.,LC,-8.4,988,4.52,878,tree,381982
261629-1,Pinaceae,Abies,sachalinensis,Abies sachalinensis,(F.Schmidt) Mast.,LC,-8.59,1051,3.7,1005,tree,381990
261635-1,Pinaceae,Abies,sibirica,Abies sibirica,Ledeb.,LC,-8.54,1037,3.92,976,tree,382001
60474520-2,Pinaceae,Abies,spectabilis,Abies spectabilis,(D.Don) Mirb.,NT,-3.82,633,5.46,728,tree,382014
676617-1,Pinaceae,Abies,squamata,Abies squamata,Mast.,VU,-1.25,463,5.74,669,tree,382019
261656-1,Pinaceae,Abies,veitchii,Abies veitchii,Lindl.,LC,-8.39,983,4.56,871,tree,382044
676624-1,Pinaceae,Abies,vejarii,Abies vejarii,Martínez,NT,-3.98,645,4.65,853,tree,382049
676629-1,Pinaceae,Abies,yuanbaoshanensis,Abies yuanbaoshanensis,Y.J.Lu & L.K.Fu,CR,1.26,244,3.65,1014,tree,382065
676630-1,Pinaceae,Abies,ziyuanensis,Abies ziyuanensis,L.K.Fu & S.L.Mo,EN,0.63,336,4.46,892,tree,382068
828258-1,Podocarpaceae,Acmopyle,pancheri,Acmopyle pancheri,(Brongn. & Gris) Pilg.,NT,-1.47,489,57.56,27,tree,382074
828259-1,Podocarpaceae,Acmopyle,sahniana,Acmopyle sahniana,Buchholz & N.E.Gray,CR,4.02,5,57.56,26,tree,382075
261752-1,Cupressaceae,Callitris,acuminata,Callitris acuminata,(Parl.) F.Muell.,NT,-3.28,567,9.39,326,shrub,382328
77105537-1,Cupressaceae,Callitris,arenaria,Callitris arenaria,(C.A.Gardner) J.E.Piggin & J.J.Bruhl,LC,-7.88,838,7.55,441,tree,462564
77105538-1,Cupressaceae,Callitris,pyramidalis,Callitris pyramidalis,(Miq.) J.E.Piggin & J.J.Bruhl,LC,-7.88,839,7.55,442,shrub or tree,462565
946477-1,Podocarpaceae,Afrocarpus,dawei,Afrocarpus dawei,(Stapf) C.N.Page,NT,-3.46,585,7.82,416,tree,382085
946473-1,Podocarpaceae,Afrocarpus,falcatus,Afrocarpus falcatus,(Thunb.) C.N.Page,LC,-7.72,813,8.85,354,tree,382086
946474-1,Podocarpaceae,Afrocarpus,gracilior,Afrocarpus gracilior,(Pilg.) C.N.Page,LC,-7.65,797,9.49,322,tree,382088
946475-1,Podocarpaceae,Afrocarpus,mannii,Afrocarpus mannii,(Hook.f.) C.N.Page,VU,-0.77,411,9.28,330,tree,382089
946476-1,Podocarpaceae,Afrocarpus,usambarensis,Afrocarpus usambarensis,(Pilg.) C.N.Page,EN,1.19,257,7.82,415,tree,382090
92689-1,Araucariaceae,Agathis,atropurpurea,Agathis atropurpurea,Hyland,NT,-2.44,530,21.88,118,tree,4505
261668-1,Araucariaceae,Agathis,australis,Agathis australis,(D.Don) Lindl.,NE,4.14,4,64.76,18,tree,4506
676636-1,Araucariaceae,Agathis,borneensis,Agathis borneensis,Warb.,EN,2.22,45,22.02,116,tree,4509
676633-1,Araucariaceae,Agathis,alba,Agathis alba,(Rumph. ex Valmont) Foxw.,VU,0.08,381,21.63,124,tree,4504
676640-1,Araucariaceae,Agathis,flavescens,Agathis flavescens,Ridl.,VU,0.15,374,23.26,99,tree,4517
92691-1,Araucariaceae,Agathis,kinabaluensis,Agathis kinabaluensis,de Laub.,EN,2.27,42,22.96,103,tree,4520
676643-1,Araucariaceae,Agathis,labillardierei,Agathis labillardierei,Warb.,NT,-2.43,529,22.02,117,tree,4521
676644-1,Araucariaceae,Agathis,lanceolata,Agathis lanceolata,Warb.,VU,0.08,380,21.68,122,tree,4522
92692-1,Araucariaceae,Agathis,lenticula,Agathis lenticula,de Laub.,VU,0.17,371,23.71,96,tree,4524
676647-1,Araucariaceae,Agathis,macrophylla,Agathis macrophylla,(Lindl.) Mast.,EN,2.17,53,20.95,135,tree,4526
676649-1,Araucariaceae,Agathis,microstachya,Agathis microstachya,J.F.Bailey & C.T.White,NT,-2.44,531,21.88,119,tree,4530
92693-1,Araucariaceae,Agathis,montana,Agathis montana,de Laub.,CR,3.02,14,21.09,131,tree,4531
676650-1,Araucariaceae,Agathis,moorei,Agathis moorei,(Lindl.) Mast.,VU,0.06,382,21.28,128,tree,4532
92694-1,Araucariaceae,Agathis,orbicula,Agathis orbicula,de Laub.,EN,2.23,44,22.14,115,tree,4535
676653-1,Araucariaceae,Agathis,ovata,Agathis ovata,(C.Moore ex Vieill.) Warb.,EN,2.18,51,21.09,132,tree,4536
261672-1,Araucariaceae,Agathis,robusta,Agathis robusta,(C.Moore ex F.Muell.) F.M.Bailey,LC,-6.83,718,21.63,125,tree,4541
931799-1,Araucariaceae,Agathis,silbae,Agathis silbae,de Laub.,NT,-2.48,534,20.95,136,tree,4544
828260-1,Taxaceae,Amentotaxus,argotaenia,Amentotaxus argotaenia,(Hance) Pilg.,NT,-2.4,526,22.75,105,shrub or tree,382185
905639-1,Taxaceae,Amentotaxus,assamica,Amentotaxus assamica,D.K.Ferguson,EN,2.21,47,21.72,120,tree,382187
828262-1,Taxaceae,Amentotaxus,formosana,Amentotaxus formosana,H.L.Li,VU,0.25,366,25.75,88,tree,382189
988555-1,Taxaceae,Amentotaxus,hatuyenensis,Amentotaxus hatuyenensis,T.H.Nguyên,EN,2.21,48,21.69,121,shrub or tree,382190
947634-1,Taxaceae,Amentotaxus,poilanei,Amentotaxus poilanei,(Ferré & Rouane) D.K.Ferguson,VU,0.19,370,24.15,95,tree,382191
828263-1,Taxaceae,Amentotaxus,yunnanensis,Amentotaxus yunnanensis,H.L.Li,VU,0.13,375,22.75,104,tree,382192
17518-2,Araucariaceae,Araucaria,angustifolia,Araucaria angustifolia,(Bertol.) Steud.,CR,4.18,3,67.71,16,tree,14337
261681-1,Araucariaceae,Araucaria,araucana,Araucaria araucana,(Molina) K.Koch,EN,3.35,9,67.71,17,tree,14339
676664-1,Araucariaceae,Araucaria,bernieri,Araucaria bernieri,J.Buchholz,VU,0.13,376,22.7,108,tree,14342
261684-1,Araucariaceae,Araucaria,bidwillii,Araucaria bidwillii,Hook.,LC,-5.78,682,61.53,22,tree,14343
676666-1,Araucariaceae,Araucaria,biramulata,Araucaria biramulata,J.Buchholz,VU,0.21,368,24.67,93,tree,14344
261688-1,Araucariaceae,Araucaria,columnaris,Araucaria columnaris,(G.Forst.) Hook.,LC,-7,730,18.29,160,tree,14348
60455476-2,Araucariaceae,Araucaria,cunninghamii,Araucaria cunninghamii,Mudie,LC,-5.9,686,54.84,30,tree,14352
676669-1,Araucariaceae,Araucaria,heterophylla,Araucaria heterophylla,(Salisb.) Franco,VU,0.91,298,49.5,40,tree,14360
676670-1,Araucariaceae,Araucaria,humboldtensis,Araucaria humboldtensis,J.Buchholz,EN,2.21,49,21.68,123,tree,14361
261697-1,Araucariaceae,Araucaria,hunsteinii,Araucaria hunsteinii,K.Schum.,NT,-1.4,476,61.53,21,tree,14362
92695-1,Araucariaceae,Araucaria,laubenfelsii,Araucaria laubenfelsii,Corbasson,NT,-2.51,535,20.42,141,tree,14367
92696-1,Araucariaceae,Araucaria,luxurians,Araucaria luxurians,(Brongn. & Gris) de Laub.,EN,2.07,67,18.93,152,tree,14368
261702-1,Araucariaceae,Araucaria,montana,Araucaria montana,Brongn. & Gris,VU,0.06,383,21.28,129,tree,14369
261703-1,Araucariaceae,Araucaria,muelleri,Araucaria muelleri,(Carrière) Brongn. & Gris,EN,2.34,36,24.67,92,tree,14370
92697-1,Araucariaceae,Araucaria,nemorosa,Araucaria nemorosa,de Laub.,CR,2.88,19,18.29,159,tree,14371
92698-1,Araucariaceae,Araucaria,rulei,Araucaria rulei,F.Muell.,EN,2.15,56,20.42,140,tree,14373
92699-1,Araucariaceae,Araucaria,schmidii,Araucaria schmidii,de Laub.,VU,0.13,377,22.68,109,tree,14379
92700-1,Araucariaceae,Araucaria,scopulorum,Araucaria scopulorum,de Laub.,EN,2.18,52,20.99,134,tree,14381
261707-1,Araucariaceae,Araucaria,subulata,Araucaria subulata,Vieill.,NT,-2.4,527,22.68,110,tree,14382
261711-1,Cupressaceae,Athrotaxis,cupressoides,Athrotaxis cupressoides,D.Don,VU,0.73,319,41.57,47,tree,382223
60466127-2,Cupressaceae,Athrotaxis,selaginoides,Athrotaxis selaginoides,D.Don,VU,0.73,320,41.57,48,tree,382230
294848-1,Cupressaceae,Austrocedrus,chilensis,Austrocedrus chilensis,(D.Don) Pic.Serm. & Bizzarri,NT,-2.1,519,30.67,67,tree,382241
828264-1,Taxaceae,Austrotaxus,spicata,Austrotaxus spicata,Compton,NT,-0.98,429,93.58,8,tree,382243
296944-1,Zamiaceae,Bowenia,serrulata,Bowenia serrulata,(W.Bull) Chamb.,LC,-6.19,691,40.94,49,perennial or subshrub,382291
296945-1,Zamiaceae,Bowenia,spectabilis,Bowenia spectabilis,Hook.,LC,-6.19,692,40.94,50,perennial or subshrub,382292
676679-1,Cupressaceae,Callitris,baileyi,Callitris baileyi,C.T.White,NT,-3.48,587,7.7,424,tree,382333
294850-1,Cupressaceae,Callitris,canescens,Callitris canescens,(Parl.) S.T.Blake,LC,-7.83,828,7.98,402,shrub or tree,382336
261760-1,Cupressaceae,Callitris,columellaris,Callitris columellaris,F.Muell.,LC,-7.74,815,8.71,360,tree,382338
261765-1,Cupressaceae,Callitris,drummondii,Callitris drummondii,(Parl.) Benth. & Hook.f. ex F.Muell.,NT,-3.48,588,7.7,425,shrub or tree,382351
294851-1,Cupressaceae,Callitris,endlicheri,Callitris endlicheri,(Parl.) F.M.Bailey,LC,-7.99,869,6.79,525,tree,382352
261774-1,Cupressaceae,Callitris,macleayana,Callitris macleayana,(F.Muell.) F.Muell.,LC,-7.35,757,12.85,213,tree,382364
294853-1,Cupressaceae,Callitris,monticola,Callitris monticola,J.Garden,VU,-1.01,433,7.3,468,shrub,382367
261777-1,Cupressaceae,Callitris,muelleri,Callitris muelleri,(Parl.) Benth. & Hook.f. ex F.Muell.,LC,-7.89,843,7.52,449,tree,382369
676685-1,Cupressaceae,Callitris,neocaledonica,Callitris neocaledonica,Dümmer,NT,-2.99,547,12.59,218,shrub or tree,382370
261778-1,Cupressaceae,Callitris,oblonga,Callitris oblonga,Rich.,VU,-0.97,425,7.61,428,shrub or tree,382371
261780-1,Cupressaceae,Callitris,preissii,Callitris preissii,Miq.,LC,-8.06,886,6.33,585,shrub or tree,382375
134233-3,Cupressaceae,Callitris,rhomboidea,Callitris rhomboidea,R.Br. ex Rich.,LC,-7.99,870,6.79,526,shrub or tree,382382
134364-3,Cupressaceae,Callitris,roei,Callitris roei,(Endl.) Benth. & Hook.f. ex F.Muell.,NT,-3.45,582,7.92,404,shrub,382388
676689-1,Cupressaceae,Callitris,sulcata,Callitris sulcata,(Parl.) Schltr.,EN,1.28,240,8.59,368,tree,382394
261792-1,Cupressaceae,Callitris,verrucosa,Callitris verrucosa,(A.Cunn. ex Endl.) F.Muell.,LC,-8.06,887,6.33,586,tree,382400
42548-2,Cupressaceae,Calocedrus,decurrens,Calocedrus decurrens,(Torr.) Florin,LC,-7.37,760,12.57,220,tree,382424
294855-1,Cupressaceae,Calocedrus,formosana,Calocedrus formosana,(Florin) Florin,EN,1.32,234,8.94,350,tree,382425
261793-1,Cupressaceae,Calocedrus,macrolepis,Calocedrus macrolepis,Kurz,NT,-3.34,572,8.82,356,tree,382426
77086050-1,Cupressaceae,Calocedrus,rupestris,Calocedrus rupestris,"Aver., T.H.Nguyên & P.K.Lôc",EN,1.31,237,8.82,355,tree,381482
676696-1,Pinaceae,Cathaya,argyrophylla,Cathaya argyrophylla,Chun & Kuang,VU,1.29,239,72.43,12,tree,382677
50881822-1,Pinaceae,Cedrus,atlantica,Cedrus atlantica,(Endl.) Manetti ex Carrière,EN,2.61,23,32.46,63,tree,382686
676701-1,Pinaceae,Cedrus,deodara,Cedrus deodara,(Roxb. ex D.Don) G.Don,LC,-6.37,696,34.12,55,tree,382693
676705-1,Pinaceae,Cedrus,libani,Cedrus libani,A.Rich.,VU,0.48,350,32.46,64,tree,382698
913779-1,Cephalotaxaceae,Cephalotaxus,alpina,Cephalotaxus alpina,(H.L.Li) L.K.Fu,NE,3.26,10,26.95,80,shrub or tree,382723
261815-1,Cephalotaxaceae,Cephalotaxus,fortunei,Cephalotaxus fortunei,Hook.,LC,-6.56,705,28.32,75,tree,382734
261816-1,Cephalotaxaceae,Cephalotaxus,griffithii,Cephalotaxus griffithii,Hook.f.,VU,0.35,360,28.32,74,tree,382739
828269-1,Cephalotaxaceae,Cephalotaxus,hainanensis,Cephalotaxus hainanensis,H.L.Li,EN,2.52,26,29.72,70,tree,382741
261818-1,Cephalotaxaceae,Cephalotaxus,harringtonia,Cephalotaxus harringtonia,(Knight ex J.Forbes) K.Koch,LC,-6.62,708,26.78,82,shrub or tree,382742
324383-2,Cephalotaxaceae,Cephalotaxus,nana,Cephalotaxus nana,Nakai,NT,-2.23,521,26.78,81,shrub,382757
261821-1,Cephalotaxaceae,Cephalotaxus,oliveri,Cephalotaxus oliveri,Mast.,VU,0.42,355,30.42,68,shrub or tree,382759
318831-2,Zamiaceae,Ceratozamia,alvarezii,Ceratozamia alvarezii,"Pérez-Farr., Vovides & Iglesias",EN,0.72,322,4.91,803,subshrub,382770
77061531-1,Zamiaceae,Ceratozamia,becerrae,Ceratozamia becerrae,"Pérez-Farr., Vovides & Schutzman",EN,0.49,349,3.88,983,subshrub,382771
296950-1,Zamiaceae,Ceratozamia,brevifrons,Ceratozamia brevifrons,Miq.,NE,1.6,176,5.09,770,subshrub,382773
77090840-1,Zamiaceae,Ceratozamia,chimalapensis,Ceratozamia chimalapensis,Pérez-Farr. & Vovides,NE,1.34,230,3.94,971,subshrub,381484
77094476-1,Zamiaceae,Ceratozamia,decumbens,Ceratozamia decumbens,"Vovides, Avendaño, Pérez-Farr. & Gonz.-Astorga",NE,1.63,164,5.25,755,subshrub,381485
274307-2,Zamiaceae,Ceratozamia,euryphyllidia,Ceratozamia euryphyllidia,"Vázq.Torres, Sabato & D.W.Stev.",CR,1.37,227,4.06,949,subshrub,382774
296955-1,Zamiaceae,Ceratozamia,fuscoviridis,Ceratozamia fuscoviridis,W.Bull,CR,1.64,160,5.34,747,subshrub,382775
52609-2,Zamiaceae,Ceratozamia,hildae,Ceratozamia hildae,G.P.Landry & M.C.Wilson,EN,0.63,333,4.49,883,subshrub,382777
77097975-1,Zamiaceae,Ceratozamia,hondurensis,Ceratozamia hondurensis,"J.L.Haynes, Whitelock, Schutzman & R.S.Adams",NE,1.59,179,5.07,776,subshrub,456845
326451-2,Zamiaceae,Ceratozamia,huastecorum,Ceratozamia huastecorum,"Avendaño, Vovides & Cast.-Campos",CR,1.46,215,4.44,897,subshrub,382778
296962-1,Zamiaceae,Ceratozamia,kuesteriana,Ceratozamia kuesteriana,Regel,CR,1.75,128,5.92,645,subshrub,382782
274310-2,Zamiaceae,Ceratozamia,latifolia,Ceratozamia latifolia,Miq.,EN,0.7,326,4.78,827,subshrub,382783
52612-2,Zamiaceae,Ceratozamia,matudae,Ceratozamia matudae,Lundell,EN,0.72,323,4.91,804,subshrub,382786
296967-1,Zamiaceae,Ceratozamia,mexicana,Ceratozamia mexicana,Brongn.,VU,-1.43,481,4.78,828,subshrub or shrub,382787
274310-2,Zamiaceae,Ceratozamia,latifolia,Ceratozamia latifolia,Miq.,VU,-1.22,462,5.88,650,subshrub,382783
274314-2,Zamiaceae,Ceratozamia,miqueliana,Ceratozamia miqueliana,H.Wendl.,CR,1.33,232,3.88,982,subshrub,382796
321493-2,Zamiaceae,Ceratozamia,mirandae,Ceratozamia mirandae,"Vovides, Pérez-Farr., Iglesias",EN,0.74,318,4.97,795,subshrub or shrub,382797
315785-2,Zamiaceae,Ceratozamia,mixeorum,Ceratozamia mixeorum,"Chemnick, T.J.Greg. & Salas-Mor.",EN,0.99,286,6.4,573,subshrub or shrub,382798
315518-2,Zamiaceae,Ceratozamia,morettii,Ceratozamia morettii,Vázq.Torres & Vovides,EN,0.79,315,5.25,756,perennial or subshrub,382799
52620-2,Zamiaceae,Ceratozamia,norstogii,Ceratozamia norstogii,D.W.Stev.,EN,0.83,310,5.47,725,subshrub or shrub,382800
274315-2,Zamiaceae,Ceratozamia,robusta,Ceratozamia robusta,Miq.,EN,1.61,170,11.94,232,subshrub or shrub,382802
305791-2,Zamiaceae,Ceratozamia,sabatoi,Ceratozamia sabatoi,"Vovides, Vázq.Torres, Schutzman & Iglesias",EN,0.72,324,4.89,806,subshrub,382803
77176917-1,Zamiaceae,Ceratozamia,santillanii,Ceratozamia santillanii,Pérez-Farr. & Vovides,NE,1.6,177,5.08,774,subshrub,486487
77080309-1,Zamiaceae,Ceratozamia,vovidesii,Ceratozamia vovidesii,Pérez-Farr. & Iglesias,VU,-1.42,478,4.85,813,subshrub or shrub,381358
306802-2,Zamiaceae,Ceratozamia,whitelockiana,Ceratozamia whitelockiana,Chemnick & T.J.Greg.,EN,0.53,345,4.06,950,subshrub,382804
52621-2,Zamiaceae,Ceratozamia,zaragozae,Ceratozamia zaragozae,Medellín,CR,1.74,130,5.88,649,subshrub,382805
321492-2,Zamiaceae,Ceratozamia,zoquorum,Ceratozamia zoquorum,"Pérez-Farr., Vovides, Iglesias",CR,1.46,216,4.44,898,subshrub,382806
261835-1,Cupressaceae,Chamaecyparis,formosensis,Chamaecyparis formosensis,Matsum.,EN,1.94,82,16.52,175,tree,382823
261839-1,Cupressaceae,Chamaecyparis,lawsoniana,Chamaecyparis lawsoniana,(A.Murray bis) Parl.,NT,-2.75,541,16.06,181,tree,382830
261845-1,Cupressaceae,Chamaecyparis,obtusa,Chamaecyparis obtusa,(Siebold & Zucc.) Endl.,NT,-2.75,542,16.06,182,tree,382841
261847-1,Cupressaceae,Chamaecyparis,pisifera,Chamaecyparis pisifera,(Siebold & Zucc.) Endl.,LC,-7.1,738,16.52,176,tree,382850
54814-2,Cupressaceae,Chamaecyparis,thyoides,Chamaecyparis thyoides,"(L.) Britton, Sterns & Poggenb.",LC,-6.77,714,22.98,102,tree,382860
261870-1,Cupressaceae,Cryptomeria,japonica,Cryptomeria japonica,(Thunb. ex L.f.) D.Don,NT,-1.77,508,42.59,46,tree,382991
676724-1,Cupressaceae,Cunninghamia,konishii,Cunninghamia konishii,Hayata,EN,3.09,11,52.12,32,tree,383009
676725-1,Cupressaceae,Cunninghamia,lanceolata,Cunninghamia lanceolata,(Lamb.) Hook.,LC,-5.95,688,52.12,33,tree,383010
60451546-2,Cupressaceae,Hesperocyparis,arizonica,Hesperocyparis arizonica,(Greene) Bartel,LC,-8.36,977,4.67,851,tree,457902
60451547-2,Cupressaceae,Hesperocyparis,bakeri,Hesperocyparis bakeri,(Jeps.) Bartel,VU,-1.18,457,6.17,613,tree,457903
676733-1,Cupressaceae,Cupressus,cashmeriana,Cupressus cashmeriana,Royle ex Carrière,NT,-3.83,634,5.43,734,tree,383073
294860-1,Cupressaceae,Cupressus,chengiana,Cupressus chengiana,S.Y.Hu,VU,-1.01,432,7.31,467,tree,383075
676736-1,Cupressaceae,Cupressus,duclouxiana,Cupressus duclouxiana,Hickel,DD,1.88,98,6.73,541,tree,383093
676737-1,Cupressaceae,Cupressus,dupreziana,Cupressus dupreziana,A.Camus,EN,0.95,293,6.18,609,tree,383095
77323746-1,Cupressaceae,Cupressus,majestica,Cupressus majestica,Duch.,NE,1.88,94,6.78,527,tree,3302801
60451552-2,Cupressaceae,Hesperocyparis,goveniana,Hesperocyparis goveniana,(Gordon) Bartel,EN,0.68,329,4.69,846,tree,457907
60451553-2,Cupressaceae,Hesperocyparis,guadalupensis,Hesperocyparis guadalupensis,(S.Watson) Bartel,EN,0.65,330,4.58,863,tree,457908
60451554-2,Cupressaceae,Hesperocyparis,lusitanica,Hesperocyparis lusitanica,(Mill.) Bartel,LC,-8.38,981,4.58,864,tree,457911
60451555-2,Cupressaceae,Hesperocyparis,macnabiana,Hesperocyparis macnabiana,(A.Murray bis) Bartel,LC,-8.36,976,4.69,847,tree,457912
60451558-2,Cupressaceae,Hesperocyparis,macrocarpa,Hesperocyparis macrocarpa,(Hartw.) Bartel,VU,-1.43,482,4.78,829,tree,457913
60450448-2,Cupressaceae,Callitropsis,nootkatensis,Callitropsis nootkatensis,(D.Don) Oerst.,LC,-7.66,798,9.45,323,tree,456789
676769-1,Cupressaceae,Cupressus,pendula,Cupressus pendula,Thunb.,DD,1.75,125,5.96,638,tree,383216
60451563-2,Cupressaceae,Hesperocyparis,sargentii,Hesperocyparis sargentii,(Jeps.) Bartel,VU,-1.43,483,4.78,830,tree,457918
261974-1,Cupressaceae,Cupressus,sempervirens,Cupressus sempervirens,L.,LC,-8.08,900,6.18,610,tree,383232
977230-1,Cupressaceae,Cupressus,tonkinensis,Cupressus tonkinensis,Silba,NE,1.75,126,5.96,639,tree,383260
261991-1,Cupressaceae,Cupressus,torulosa,Cupressus torulosa,D.Don ex Lamb.,LC,-8.21,942,5.43,735,tree,383261
20006840-1,Cupressaceae,Xanthocyparis,vietnamensis,Xanthocyparis vietnamensis,Farjon & T.H.Nguyên,EN,1.46,217,10.21,281,tree,378747
60436307-2,Cycadaceae,Cycas,aculeata,Cycas aculeata,K.D.Hill & H.T.Nguyen,VU,-0.97,426,7.58,433,subshrub,383275
77091354-1,Cycadaceae,Cycas,aenigma,Cycas aenigma,K.D.Hill & A.Lindstr.,NE,1.83,108,6.42,571,shrub,381490
296975-1,Cycadaceae,Cycas,angulata,Cycas angulata,R.Br.,LC,-7.26,749,14,197,tree,383277
60444423-2,Cycadaceae,Cycas,annaikalensis,Cycas annaikalensis,Rita Singh & P.Radha,CR,1.77,116,6.06,624,shrub,381364
980285-1,Cycadaceae,Cycas,apoa,Cycas apoa,K.D.Hill,NT,-3.82,632,5.46,727,shrub,383278
970863-1,Cycadaceae,Cycas,arenicola,Cycas arenicola,K.D.Hill,NT,-3.18,556,10.37,272,shrub,383279
296976-1,Cycadaceae,Cycas,armstrongii,Cycas armstrongii,Miq.,VU,-1.16,456,6.25,603,shrub,383280
976797-1,Cycadaceae,Cycas,arnhemica,Cycas arnhemica,K.D.Hill,LC,-7.98,867,6.87,511,shrub,383281
992102-1,Cycadaceae,Cycas,badensis,Cycas badensis,K.D.Hill,NT,-3.58,601,6.97,500,shrub,383284
296978-1,Cycadaceae,Cycas,balansae,Cycas balansae,Warb.,NT,-3.39,578,8.44,377,subshrub,383286
296979-1,Cycadaceae,Cycas,basaltica,Cycas basaltica,C.A.Gardner,LC,-8.44,1001,4.34,912,shrub,383287
296980-1,Cycadaceae,Cycas,beddomei,Cycas beddomei,Dyer,EN,0.86,305,5.62,685,shrub,383288
