"","powo_id","family","genus","species","taxon_name","taxon_authors","RL.cat","EDGE.median","ED.median","lifeform_description","accepted_plant_name_id","group"
"66","676649-1","Araucariaceae","Agathis","microstachya","Agathis microstachya","J.F.Bailey & C.T.White","NT",1.110810675,9.179288211,"tree",4530,"Gymnosperms"
"67","92693-1","Araucariaceae","Agathis","montana","Agathis montana","de Laub.","EN",3.925210664,8.138481256,"tree",4531,"Gymnosperms"
"68","676650-1","Araucariaceae","Agathis","moorei","Agathis moorei","(Lindl.) Mast.","VU",2.098634906,8.426926762,"tree",4532,"Gymnosperms"
"69","92694-1","Araucariaceae","Agathis","orbicula","Agathis orbicula","de Laub.","EN",4.831454647,9.363585307,"tree",4535,"Gymnosperms"
"70","676653-1","Araucariaceae","Agathis","ovata","Agathis ovata","(C.Moore ex Vieill.) Warb.","VU",2.014275936,8.220268829,"tree",4536,"Gymnosperms"
"71","261672-1","Araucariaceae","Agathis","robusta","Agathis robusta","(C.Moore ex F.Muell.) F.M.Bailey","LC",0.543733267,8.969303975,"tree",4541,"Gymnosperms"
"72","931799-1","Araucariaceae","Agathis","silbae","Agathis silbae","de Laub.","NT",0.829806444,7.140464876,"tree",4544,"Gymnosperms"
"73","828260-1","Taxaceae","Amentotaxus","argotaenia","Amentotaxus argotaenia","(Hance) Pilg.","NT",0.721097963,6.232169072,"shrub or tree",382185,"Gymnosperms"
"74","905639-1","Taxaceae","Amentotaxus","assamica","Amentotaxus assamica","D.K.Ferguson","EN",2.51609397,5.391546036,"tree",382187,"Gymnosperms"
"75","828262-1","Taxaceae","Amentotaxus","formosana","Amentotaxus formosana","H.L.Li","EN",4.546874104,10.55143974,"tree",382189,"Gymnosperms"
"76","988555-1","Taxaceae","Amentotaxus","hatuyenensis","Amentotaxus hatuyenensis","T.H.Nguyên",NA,1.796327557,5.47040203,"shrub or tree",382190,"Gymnosperms"
"77","947634-1","Taxaceae","Amentotaxus","poilanei","Amentotaxus poilanei","(Ferré & Rouane) D.K.Ferguson","VU",1.722382036,8.549639062,"tree",382191,"Gymnosperms"
"78","828263-1","Taxaceae","Amentotaxus","yunnanensis","Amentotaxus yunnanensis","H.L.Li","VU",1.412418428,6.013524596,"tree",382192,"Gymnosperms"
"79","17518-2","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Steud.","CR",39.60004335,41.84383112,"tree",14337,"Gymnosperms"
"80","261681-1","Araucariaceae","Araucaria","araucana","Araucaria araucana","(Molina) K.Koch","EN",26.84981647,56.06130983,"tree",14339,"Gymnosperms"
"81","676664-1","Araucariaceae","Araucaria","bernieri","Araucaria bernieri","J.Buchholz","NT",1.244632613,10.205224,"tree",14342,"Gymnosperms"
"82","261684-1","Araucariaceae","Araucaria","bidwillii","Araucaria bidwillii","Hook.","LC",1.175589463,20.74100029,"tree",14343,"Gymnosperms"
"83","676666-1","Araucariaceae","Araucaria","biramulata","Araucaria biramulata","J.Buchholz","NT",1.553732127,12.74934095,"tree",14344,"Gymnosperms"
"84","261688-1","Araucariaceae","Araucaria","columnaris","Araucaria columnaris","(G.Forst.) Hook.","LC",0.27044574,4.758281349,"tree",14348,"Gymnosperms"
"85","60455476-2","Araucariaceae","Araucaria","cunninghamii","Araucaria cunninghamii","Mudie","LC",2.88148693,45.206718,"tree",14352,"Gymnosperms"
"86","676669-1","Araucariaceae","Araucaria","heterophylla","Araucaria heterophylla","(Salisb.) Franco","VU",9.748978794,39.45402,"tree",14360,"Gymnosperms"
"87","676670-1","Araucariaceae","Araucaria","humboldtensis","Araucaria humboldtensis","J.Buchholz","VU",2.171017991,8.997432833,"tree",14361,"Gymnosperms"
"88","261697-1","Araucariaceae","Araucaria","hunsteinii","Araucaria hunsteinii","K.Schum.","NT",2.198878155,18.01864177,"tree",14362,"Gymnosperms"
"89","92695-1","Araucariaceae","Araucaria","laubenfelsii","Araucaria laubenfelsii","Corbasson","VU",1.760830475,7.481797886,"tree",14367,"Gymnosperms"
"90","92696-1","Araucariaceae","Araucaria","luxurians","Araucaria luxurians","(Brongn. & Gris) de Laub.","VU",1.100055239,4.770798589,"tree",14368,"Gymnosperms"
"91","261702-1","Araucariaceae","Araucaria","montana","Araucaria montana","Brongn. & Gris","VU",2.09391,8.459897282,"tree",14369,"Gymnosperms"
"92","261703-1","Araucariaceae","Araucaria","muelleri","Araucaria muelleri","(Carrière) Brongn. & Gris","EN",4.706951891,9.766000942,"tree",14370,"Gymnosperms"
"93","92697-1","Araucariaceae","Araucaria","nemorosa","Araucaria nemorosa","de Laub.","CR",3.404642792,3.573057021,"tree",14371,"Gymnosperms"
"94","92698-1","Araucariaceae","Araucaria","rulei","Araucaria rulei","F.Muell.","EN",3.61333005,7.161167109,"tree",14373,"Gymnosperms"
"95","92699-1","Araucariaceae","Araucaria","schmidii","Araucaria schmidii","de Laub.","CR",7.159464379,7.465446853,"tree",14379,"Gymnosperms"
"96","92700-1","Araucariaceae","Araucaria","scopulorum","Araucaria scopulorum","de Laub.","EN",3.852466786,8.043880531,"tree",14381,"Gymnosperms"
"97","261707-1","Araucariaceae","Araucaria","subulata","Araucaria subulata","Vieill.","NT",1.747127929,14.6817968,"tree",14382,"Gymnosperms"
"98","261711-1","Cupressaceae","Athrotaxis","cupressoides","Athrotaxis cupressoides","D.Don","VU",4.992065486,19.49231837,"tree",382223,"Gymnosperms"
"99","60466127-2","Cupressaceae","Athrotaxis","selaginoides","Athrotaxis selaginoides","D.Don","VU",4.907213376,20.66105832,"tree",382230,"Gymnosperms"
"100","294848-1","Cupressaceae","Austrocedrus","chilensis","Austrocedrus chilensis","(D.Don) Pic.Serm. & Bizzarri","NT",3.48286835,28.592525,"tree",382241,"Gymnosperms"
"101","828264-1","Taxaceae","Austrotaxus","spicata","Austrotaxus spicata","Compton","LC",5.697027711,89.473047,"tree",382243,"Gymnosperms"
"102","296944-1","Zamiaceae","Bowenia","serrulata","Bowenia serrulata","(W.Bull) Chamb.","LC",0.871925957,14.04926618,"perennial or subshrub",382291,"Gymnosperms"
"103","296945-1","Zamiaceae","Bowenia","spectabilis","Bowenia spectabilis","Hook.","LC",0.757538106,14.83599941,"perennial or subshrub",382292,"Gymnosperms"
"104","261752-1","Cupressaceae","Callitris","acuminata","Callitris acuminata","(Parl.) F.Muell.","NT",0.586255834,4.812478477,"shrub",382328,"Gymnosperms"
"105","77105537-1","Cupressaceae","Callitris","arenaria","Callitris arenaria","(C.A.Gardner) J.E.Piggin & J.J.Bruhl","LC",0.082225701,1.324570385,"tree",462564,"Gymnosperms"
"106","676679-1","Cupressaceae","Callitris","baileyi","Callitris baileyi","C.T.White","NT",0.281295041,2.46582294,"tree",382333,"Gymnosperms"
"107","294850-1","Cupressaceae","Callitris","canescens","Callitris canescens","(Parl.) S.T.Blake","LC",0.256593415,4.17568,"shrub or tree",382336,"Gymnosperms"
"108","261760-1","Cupressaceae","Callitris","columellaris","Callitris columellaris","F.Muell.","LC",0.225769487,4.053051463,"tree",382338,"Gymnosperms"
"109","261765-1","Cupressaceae","Callitris","drummondii","Callitris drummondii","(Parl.) Benth. & Hook.f. ex F.Muell.","NT",0.291842805,2.463976616,"shrub or tree",382351,"Gymnosperms"
"110","294851-1","Cupressaceae","Callitris","endlicheri","Callitris endlicheri","(Parl.) F.M.Bailey","LC",0.139930164,2.330134822,"tree",382352,"Gymnosperms"
"111","261774-1","Cupressaceae","Callitris","macleayana","Callitris macleayana","(F.Muell.) F.Muell.","LC",0.568760291,9.754756207,"tree",382364,"Gymnosperms"
"112","294853-1","Cupressaceae","Callitris","monticola","Callitris monticola","J.Garden","VU",0.764993178,3.285316359,"shrub",382367,"Gymnosperms"
"113","261777-1","Cupressaceae","Callitris","muelleri","Callitris muelleri","(Parl.) Benth. & Hook.f. ex F.Muell.","LC",0.209396818,3.612270026,"tree",382369,"Gymnosperms"
"114","676685-1","Cupressaceae","Callitris","neocaledonica","Callitris neocaledonica","Dümmer","NT",1.121552291,9.38512925,"shrub or tree",382370,"Gymnosperms"
"115","261778-1","Cupressaceae","Callitris","oblonga","Callitris oblonga","Rich.","VU",0.704940366,2.813755657,"shrub or tree",382371,"Gymnosperms"
"116","261780-1","Cupressaceae","Callitris","preissii","Callitris preissii","Miq.","LC",0.079244384,1.340320205,"shrub or tree",382375,"Gymnosperms"
"117","77105538-1","Cupressaceae","Callitris","pyramidalis","Callitris pyramidalis","(Miq.) J.E.Piggin & J.J.Bruhl","LC",0.07315092,1.354435705,"shrub or tree",462565,"Gymnosperms"
"118","134233-3","Cupressaceae","Callitris","rhomboidea","Callitris rhomboidea","R.Br. ex Rich.","LC",0.14070983,2.327615232,"shrub or tree",382382,"Gymnosperms"
"119","134364-3","Cupressaceae","Callitris","roei","Callitris roei","(Endl.) Benth. & Hook.f. ex F.Muell.","NT",0.333999103,2.87174975,"shrub",382388,"Gymnosperms"
"120","676689-1","Cupressaceae","Callitris","sulcata","Callitris sulcata","(Parl.) Schltr.","EN",2.570035315,5.228421619,"tree",382394,"Gymnosperms"
"121","261792-1","Cupressaceae","Callitris","verrucosa","Callitris verrucosa","(A.Cunn. ex Endl.) F.Muell.","LC",0.079220259,1.346356644,"tree",382400,"Gymnosperms"
"122","60450448-2","Cupressaceae","Callitropsis","nootkatensis","Callitropsis nootkatensis","(D.Don) Oerst.",NA,2.109499211,7.15818,"tree",456789,"Gymnosperms"
"123","42548-2","Cupressaceae","Calocedrus","decurrens","Calocedrus decurrens","(Torr.) Florin","LC",0.408897,6.724167281,"tree",382424,"Gymnosperms"
"124","294855-1","Cupressaceae","Calocedrus","formosana","Calocedrus formosana","(Florin) Florin","EN",0.678880552,1.291692067,"tree",382425,"Gymnosperms"
"125","261793-1","Cupressaceae","Calocedrus","macrolepis","Calocedrus macrolepis","Kurz","NT",0.146231657,1.248192506,"tree",382426,"Gymnosperms"
"126","77086050-1","Cupressaceae","Calocedrus","rupestris","Calocedrus rupestris","Aver., T.H.Nguyên & P.K.Lôc","EN",0.536253154,1.081616934,"tree",381482,"Gymnosperms"
"127","676696-1","Pinaceae","Cathaya","argyrophylla","Cathaya argyrophylla","Chun & Kuang","VU",18.20463328,71.322332,"tree",382677,"Gymnosperms"
"128","50881822-1","Pinaceae","Cedrus","atlantica","Cedrus atlantica","(Endl.) Manetti ex Carrière","EN",2.076162306,4.321115122,"tree",382686,"Gymnosperms"
"129","676701-1","Pinaceae","Cedrus","deodara","Cedrus deodara","(Roxb. ex D.Don) G.Don","LC",0.47671321,7.817484125,"tree",382693,"Gymnosperms"
"130","676705-1","Pinaceae","Cedrus","libani","Cedrus libani","A.Rich.","VU",1.268375103,5.24514879,"tree",382698,"Gymnosperms"
"131","913779-1","Cephalotaxaceae","Cephalotaxus","alpina","Cephalotaxus alpina","(H.L.Li) L.K.Fu",NA,2.254493188,7.138665386,"shrub or tree",382723,"Gymnosperms"
"132","261815-1","Cephalotaxaceae","Cephalotaxus","fortunei","Cephalotaxus fortunei","Hook.","LC",0.449300898,7.709931974,"tree",382734,"Gymnosperms"
"133","261816-1","Cephalotaxaceae","Cephalotaxus","griffithii","Cephalotaxus griffithii","Hook.f.",NA,2.270353242,7.494351737,"tree",382739,"Gymnosperms"
"134","828269-1","Cephalotaxaceae","Cephalotaxus","hainanensis","Cephalotaxus hainanensis","H.L.Li","EN",4.681104213,10.17590096,"tree",382741,"Gymnosperms"
"135","261818-1","Cephalotaxaceae","Cephalotaxus","harringtonia","Cephalotaxus harringtonia","(Knight ex J.Forbes) K.Koch","LC",0.353181996,5.861827871,"shrub or tree",382742,"Gymnosperms"
"136","324383-2","Cephalotaxaceae","Cephalotaxus","nana","Cephalotaxus nana","Nakai",NA,1.558848945,4.287277963,"shrub",382757,"Gymnosperms"
"137","261821-1","Cephalotaxaceae","Cephalotaxus","oliveri","Cephalotaxus oliveri","Mast.","VU",2.735868983,11.12457311,"shrub or tree",382759,"Gymnosperms"
"138","318831-2","Zamiaceae","Ceratozamia","alvarezii","Ceratozamia alvarezii","Pérez-Farr., Vovides & Iglesias","EN",0.794837129,1.657540092,"subshrub",382770,"Gymnosperms"
"139","296950-1","Zamiaceae","Ceratozamia","brevifrons","Ceratozamia brevifrons","Miq.","EN",1.013346626,2.05278348,"subshrub",382773,"Gymnosperms"
"140","77090840-1","Zamiaceae","Ceratozamia","chimalapensis","Ceratozamia chimalapensis","Pérez-Farr. & Vovides","EN",0.3503691,0.745897759,"subshrub",381484,"Gymnosperms"
"141","77094476-1","Zamiaceae","Ceratozamia","decumbens","Ceratozamia decumbens","Vovides, Avendaño, Pérez-Farr. & Gonz.-Astorga","EN",1.010854929,2.035436321,"subshrub",381485,"Gymnosperms"
"142","274307-2","Zamiaceae","Ceratozamia","euryphyllidia","Ceratozamia euryphyllidia","Vázq.Torres, Sabato & D.W.Stev.","EN",0.345998604,0.705564137,"subshrub",382774,"Gymnosperms"
"143","296955-1","Zamiaceae","Ceratozamia","fuscoviridis","Ceratozamia fuscoviridis","W.Bull","EN",1.095088394,2.132386335,"subshrub",382775,"Gymnosperms"
"144","52609-2","Zamiaceae","Ceratozamia","hildae","Ceratozamia hildae","G.P.Landry & M.C.Wilson","CR",1.42163687,1.587122917,"subshrub",382777,"Gymnosperms"
"145","77097975-1","Zamiaceae","Ceratozamia","hondurensis","Ceratozamia hondurensis","J.L.Haynes, Whitelock, Schutzman & R.S.Adams","CR",1.795630079,2.032403293,"subshrub",456845,"Gymnosperms"
"146","326451-2","Zamiaceae","Ceratozamia","huastecorum","Ceratozamia huastecorum","Avendaño, Vovides & Cast.-Campos","CR",1.477010688,1.578204953,"subshrub",382778,"Gymnosperms"
"147","296962-1","Zamiaceae","Ceratozamia","kuesteriana","Ceratozamia kuesteriana","Regel","CR",2.794122713,2.794515598,"subshrub",382782,"Gymnosperms"
"148","274310-2","Zamiaceae","Ceratozamia","latifolia","Ceratozamia latifolia","Miq.","VU",0.394535953,1.556164488,"subshrub",382783,"Gymnosperms"
"149","52612-2","Zamiaceae","Ceratozamia","matudae","Ceratozamia matudae","Lundell","EN",0.820585978,1.678339481,"subshrub",382786,"Gymnosperms"
"150","296967-1","Zamiaceae","Ceratozamia","mexicana","Ceratozamia mexicana","Brongn.","CR",1.311824886,1.364897503,"subshrub or shrub",382787,"Gymnosperms"
"151","274314-2","Zamiaceae","Ceratozamia","miqueliana","Ceratozamia miqueliana","H.Wendl.","EN",0.357704365,0.726017473,"subshrub",382796,"Gymnosperms"
"152","321493-2","Zamiaceae","Ceratozamia","mirandae","Ceratozamia mirandae","Vovides, Pérez-Farr., Iglesias","EN",0.847410306,1.70161235,"subshrub or shrub",382797,"Gymnosperms"
"153","315785-2","Zamiaceae","Ceratozamia","mixeorum","Ceratozamia mixeorum","Chemnick, T.J.Greg. & Salas-Mor.","EN",1.547342693,3.31406907,"subshrub or shrub",382798,"Gymnosperms"
"154","315518-2","Zamiaceae","Ceratozamia","morettii","Ceratozamia morettii","Vázq.Torres & Vovides","EN",0.972288341,2.051976684,"perennial or subshrub",382799,"Gymnosperms"
"155","52620-2","Zamiaceae","Ceratozamia","norstogii","Ceratozamia norstogii","D.W.Stev.","EN",1.072924631,2.250362699,"subshrub or shrub",382800,"Gymnosperms"
"156","274315-2","Zamiaceae","Ceratozamia","robusta","Ceratozamia robusta","Miq.","EN",4.129513058,9.1,"subshrub or shrub",382802,"Gymnosperms"
"157","305791-2","Zamiaceae","Ceratozamia","sabatoi","Ceratozamia sabatoi","Vovides, Vázq.Torres, Schutzman & Iglesias","EN",0.765524191,1.546191207,"subshrub",382803,"Gymnosperms"
"158","77176917-1","Zamiaceae","Ceratozamia","santillanii","Ceratozamia santillanii","Pérez-Farr. & Vovides","CR",1.922075321,1.966508329,"subshrub",486487,"Gymnosperms"
"159","77080309-1","Zamiaceae","Ceratozamia","vovidesii","Ceratozamia vovidesii","Pérez-Farr. & Iglesias","VU",0.372511261,1.56684928,"subshrub or shrub",381358,"Gymnosperms"
"160","306802-2","Zamiaceae","Ceratozamia","whitelockiana","Ceratozamia whitelockiana","Chemnick & T.J.Greg.","EN",0.339616247,0.667680112,"subshrub",382804,"Gymnosperms"
"161","52621-2","Zamiaceae","Ceratozamia","zaragozae","Ceratozamia zaragozae","Medellín","EN",1.600209649,3.325701826,"subshrub",382805,"Gymnosperms"
"162","321492-2","Zamiaceae","Ceratozamia","zoquorum","Ceratozamia zoquorum","Pérez-Farr., Vovides, Iglesias","CR",1.43333864,1.559262693,"subshrub",382806,"Gymnosperms"
"163","261835-1","Cupressaceae","Chamaecyparis","formosensis","Chamaecyparis formosensis","Matsum.","EN",2.471648684,5.130791294,"tree",382823,"Gymnosperms"
"164","261839-1","Cupressaceae","Chamaecyparis","lawsoniana","Chamaecyparis lawsoniana","(A.Murray bis) Parl.","NT",0.636338564,5.070044983,"tree",382830,"Gymnosperms"
"165","261845-1","Cupressaceae","Chamaecyparis","obtusa","Chamaecyparis obtusa","(Siebold & Zucc.) Endl.","NT",0.632488726,5.071225441,"tree",382841,"Gymnosperms"
"166","261847-1","Cupressaceae","Chamaecyparis","pisifera","Chamaecyparis pisifera","(Siebold & Zucc.) Endl.","LC",0.509187037,10.55516226,"tree",382850,"Gymnosperms"
"167","54814-2","Cupressaceae","Chamaecyparis","thyoides","Chamaecyparis thyoides","(L.) Britton, Sterns & Poggenb.","LC",1.011540545,17.40308918,"tree",382860,"Gymnosperms"
"168","261870-1","Cupressaceae","Cryptomeria","japonica","Cryptomeria japonica","(Thunb. ex L.f.) D.Don","NT",3.483955498,28.92576902,"tree",382991,"Gymnosperms"
"169","676724-1","Cupressaceae","Cunninghamia","konishii","Cunninghamia konishii","Hayata","EN",5.184265862,11.02960057,"tree",383009,"Gymnosperms"
"170","676725-1","Cupressaceae","Cunninghamia","lanceolata","Cunninghamia lanceolata","(Lamb.) Hook.","LC",2.622953219,49.66162564,"tree",383010,"Gymnosperms"
"171","60451546-2","Cupressaceae","Hesperocyparis","arizonica","Hesperocyparis arizonica","(Greene) Bartel","LC",0.093692922,1.533944465,"tree",457902,"Gymnosperms"
"172","60451547-2","Cupressaceae","Hesperocyparis","bakeri","Hesperocyparis bakeri","(Jeps.) Bartel","VU",0.898422154,3.413802,"tree",457903,"Gymnosperms"
"173","676733-1","Cupressaceae","Cupressus","cashmeriana","Cupressus cashmeriana","Royle ex Carrière","NT",0.181553878,1.476812731,"tree",383073,"Gymnosperms"
"174","294860-1","Cupressaceae","Cupressus","chengiana","Cupressus chengiana","S.Y.Hu","VU",1.208295965,4.669921,"tree",383075,"Gymnosperms"
"175","676736-1","Cupressaceae","Cupressus","duclouxiana","Cupressus duclouxiana","Hickel","DD",1.340725273,3.923584947,"tree",383093,"Gymnosperms"
"176","676737-1","Cupressaceae","Cupressus","dupreziana","Cupressus dupreziana","A.Camus","EN",1.403640353,2.897293001,"tree",383095,"Gymnosperms"
"177","77323746-1","Cupressaceae","Cupressus","majestica","Cupressus majestica","Duch.","VU",0.996766957,4.008485361,"tree",3302801,"Gymnosperms"
"178","60451552-2","Cupressaceae","Hesperocyparis","goveniana","Hesperocyparis goveniana","(Gordon) Bartel","EN",0.711415558,1.538374259,"tree",457907,"Gymnosperms"
"179","60451553-2","Cupressaceae","Hesperocyparis","guadalupensis","Hesperocyparis guadalupensis","(S.Watson) Bartel","EN",0.645904917,1.370618266,"tree",457908,"Gymnosperms"
"180","60451554-2","Cupressaceae","Hesperocyparis","lusitanica","Hesperocyparis lusitanica","(Mill.) Bartel","LC",0.090171583,1.442043379,"tree",457911,"Gymnosperms"
"181","60451555-2","Cupressaceae","Hesperocyparis","macnabiana","Hesperocyparis macnabiana","(A.Murray bis) Bartel","LC",0.107046012,1.673277538,"tree",457912,"Gymnosperms"
"182","60451558-2","Cupressaceae","Hesperocyparis","macrocarpa","Hesperocyparis macrocarpa","(Hartw.) Bartel","VU",0.420316339,1.723919254,"tree",457913,"Gymnosperms"
"183","676769-1","Cupressaceae","Cupressus","pendula","Cupressus pendula","Thunb.",NA,0.883581351,2.984985918,"tree",383216,"Gymnosperms"
"184","60451563-2","Cupressaceae","Hesperocyparis","sargentii","Hesperocyparis sargentii","(Jeps.) Bartel","VU",0.407809728,1.725022041,"tree",457918,"Gymnosperms"
"185","261974-1","Cupressaceae","Cupressus","sempervirens","Cupressus sempervirens","L.","LC",0.210719845,3.359912554,"tree",383232,"Gymnosperms"
"186","977230-1","Cupressaceae","Cupressus","tonkinensis","Cupressus tonkinensis","Silba",NA,0.958214891,2.625332875,"tree",383260,"Gymnosperms"
"187","261991-1","Cupressaceae","Cupressus","torulosa","Cupressus torulosa","D.Don ex Lamb.","LC",0.10484138,1.646115721,"tree",383261,"Gymnosperms"
"188","60436307-2","Cycadaceae","Cycas","aculeata","Cycas aculeata","K.D.Hill & H.T.Nguyen","EN",2.089005641,4.703967643,"subshrub",383275,"Gymnosperms"
"189","77091354-1","Cycadaceae","Cycas","aenigma","Cycas aenigma","K.D.Hill & A.Lindstr.","EN",1.745720199,3.61594987,"shrub",381490,"Gymnosperms"
"190","296975-1","Cycadaceae","Cycas","angulata","Cycas angulata","R.Br.","LC",0.465343035,12.052005,"tree",383277,"Gymnosperms"
"191","60444423-2","Cycadaceae","Cycas","annaikalensis","Cycas annaikalensis","Rita Singh & P.Radha","CR",2.999561621,3.333548915,"shrub",381364,"Gymnosperms"
"192","980285-1","Cycadaceae","Cycas","apoa","Cycas apoa","K.D.Hill","LC",0.165348642,3.055909008,"shrub",383278,"Gymnosperms"
"193","970863-1","Cycadaceae","Cycas","arenicola","Cycas arenicola","K.D.Hill","LC",0.350762737,8.322352,"shrub",383279,"Gymnosperms"
"194","296976-1","Cycadaceae","Cycas","armstrongii","Cycas armstrongii","Miq.","VU",0.842801623,4.026282,"shrub",383280,"Gymnosperms"
"195","976797-1","Cycadaceae","Cycas","arnhemica","Cycas arnhemica","K.D.Hill","LC",0.178626533,3.60184472,"shrub",383281,"Gymnosperms"
"196","992102-1","Cycadaceae","Cycas","badensis","Cycas badensis","K.D.Hill","LC",0.182562442,3.648595881,"shrub",383284,"Gymnosperms"
"197","296978-1","Cycadaceae","Cycas","balansae","Cycas balansae","Warb.","EN",2.58156858,5.636782319,"subshrub",383286,"Gymnosperms"
"198","296979-1","Cycadaceae","Cycas","basaltica","Cycas basaltica","C.A.Gardner","LC",0.087930653,1.623795714,"shrub",383287,"Gymnosperms"
"199","296980-1","Cycadaceae","Cycas","beddomei","Cycas beddomei","Dyer","EN",1.377527231,2.876826892,"shrub",383288,"Gymnosperms"
"200","60436312-2","Cycadaceae","Cycas","bifida","Cycas bifida","(Dyer) K.D.Hill","VU",1.185950739,4.956650586,"subshrub",383290,"Gymnosperms"
"201","980287-1","Cycadaceae","Cycas","bougainvilleana","Cycas bougainvilleana","K.D.Hill","NT",0.328535516,2.78213198,"shrub",383291,"Gymnosperms"
"202","60436309-2","Cycadaceae","Cycas","brachycantha","Cycas brachycantha","K.D.Hill, H.T.Nguyen & P.K.Lôc","VU",1.194904612,5.254387447,"subshrub or shrub",383292,"Gymnosperms"
"203","968181-1","Cycadaceae","Cycas","brunnea","Cycas brunnea","K.D.Hill","NT",0.422820748,3.449587622,"shrub",383294,"Gymnosperms"
"204","296985-1","Cycadaceae","Cycas","cairnsiana","Cycas cairnsiana","F.Muell.","NT",0.221302316,1.842268946,"shrub or tree",383296,"Gymnosperms"
"205","296986-1","Cycadaceae","Cycas","calcicola","Cycas calcicola","Maconochie","VU",1.017674554,4.395889,"shrub",383297,"Gymnosperms"
"206","980283-1","Cycadaceae","Cycas","campestris","Cycas campestris","K.D.Hill","NT",0.439935813,3.464647933,"shrub",383298,"Gymnosperms"
"207","976799-1","Cycadaceae","Cycas","canalis","Cycas canalis","K.D.Hill","LC",0.515160287,11.855721,"shrub or tree",383299,"Gymnosperms"
"208","77064417-1","Cycadaceae","Cycas","candida","Cycas candida","K.D.Hill","EN",1.597438878,3.707896458,NA,383301,"Gymnosperms"
"209","77109609-1","Cycadaceae","Cycas","cantafolia","Cycas cantafolia","Jutta, K.L.Chew & Saw","VU",0.890482066,3.190312988,"shrub or tree",466711,"Gymnosperms"
"210","1007288-1","Cycadaceae","Cycas","chamaoensis","Cycas chamaoensis","K.D.Hill","CR",5.205564444,5.612784975,"shrub or tree",383303,"Gymnosperms"
"211","1005751-1","Cycadaceae","Cycas","changjiangensis","Cycas changjiangensis","N.Liu","EN",3.674825211,8.13117568,"subshrub",383305,"Gymnosperms"
"212","296989-1","Cycadaceae","Cycas","chevalieri","Cycas chevalieri","Leandri","VU",1.586335451,7.171224,"shrub",383306,"Gymnosperms"
"213","328822-2","Cycadaceae","Cycas","circinalis","Cycas circinalis","L.","EN",1.514995879,3.562842209,"shrub or tree",383307,"Gymnosperms"
"214","1007290-1","Cycadaceae","Cycas","clivicola","Cycas clivicola","K.D.Hill","LC",0.202852904,4.005130715,"shrub or tree",383329,"Gymnosperms"
"215","60436305-2","Cycadaceae","Cycas","collina","Cycas collina","K.D.Hill, H.T.Nguyen & P.K.Lôc","CR",4.690959064,5.415479665,"subshrub or shrub",383331,"Gymnosperms"
"216","60436316-2","Cycadaceae","Cycas","condaoensis","Cycas condaoensis","K.D.Hill & S.L.Yang","LC",0.228073078,4.341403706,"shrub",383333,"Gymnosperms"
"217","973040-1","Cycadaceae","Cycas","conferta","Cycas conferta","Chirgwin","VU",1.658112725,6.976444,"shrub",383334,"Gymnosperms"
"218","968180-1","Cycadaceae","Cycas","couttsiana","Cycas couttsiana","K.D.Hill","NT",0.270886175,2.255518312,"shrub",383336,"Gymnosperms"
"219","20003009-1","Cycadaceae","Cycas","cupida","Cycas cupida","P.I.Forst.","NT",0.386135645,3.303982113,"shrub",383338,"Gymnosperms"
"220","988557-1","Cycadaceae","Cycas","curranii","Cycas curranii","(J.Schust.) K.D.Hill","CR",2.768932917,3.100251161,"shrub",383339,"Gymnosperms"
"221","60466070-2","Cycadaceae","Cycas","darshii","Cycas darshii","R.C.Srivast. & Jana",NA,1.072643518,3.695991816,"shrub or tree",493850,"Gymnosperms"
"222","999350-1","Cycadaceae","Cycas","debaoensis","Cycas debaoensis","Y.C.Zhong & C.J.Chen","CR",4.520447642,5.066227631,"shrub",383340,"Gymnosperms"
"223","984849-1","Cycadaceae","Cycas","desolata","Cycas desolata","P.I.Forst.","NT",0.451202621,3.76839832,"shrub",383341,"Gymnosperms"
"224","996866-1","Cycadaceae","Cycas","diannanensis","Cycas diannanensis","Z.T.Guan & G.D.Tao","EN",2.238156892,5.288475592,"shrub",383342,"Gymnosperms"
"225","60436310-2","Cycadaceae","Cycas","dolichophylla","Cycas dolichophylla","K.D.Hill, H.T.Nguyen & P.K.Lôc","NT",0.757202811,6.785786,"shrub",383344,"Gymnosperms"
"226","1004281-1","Cycadaceae","Cycas","edentata","Cycas edentata","de Laub.","EN",1.993038997,4.270405838,"shrub or tree",383346,"Gymnosperms"
"227","20012496-1","Cycadaceae","Cycas","elephantipes","Cycas elephantipes","A.Lindstr. & K.D.Hill","EN",2.125066947,4.496876613,"shrub",383347,"Gymnosperms"
"228","993109-1","Cycadaceae","Cycas","elongata","Cycas elongata","(Leandri) D.Y.Wang","EN",2.57474382,5.94646197,"shrub or tree",383348,"Gymnosperms"
"229","1008164-1","Cycadaceae","Cycas","falcata","Cycas falcata","K.D.Hill","VU",0.884303227,3.554991074,"shrub or tree",383350,"Gymnosperms"
"230","980748-1","Cycadaceae","Cycas","ferruginea","Cycas ferruginea","F.N.Wei","NT",0.512378096,4.544991807,"shrub",383351,"Gymnosperms"
"231","60436306-2","Cycadaceae","Cycas","fugax","Cycas fugax","K.D.Hill, H.T.Nguyen & P.K.Lôc","CR",3.620365392,3.994088058,"subshrub",383352,"Gymnosperms"
