"","powo_id","family","genus","species","taxon_name","taxon_authors","RL.cat","EDGE.median","ED.median","lifeform_description","accepted_plant_name_id","group"
"232","122237-3","Cycadaceae","Cycas","furfuracea","Cycas furfuracea","W.Fitzg.","LC",0.089107775,1.621590862,"shrub",383353,"Gymnosperms"
"233","296997-1","Cycadaceae","Cycas","glauca","Cycas glauca","Miq.","CR",3.436190123,3.656445344,"shrub or tree",383354,"Gymnosperms"
"234","901808-1","Cycadaceae","Cycas","guizhouensis","Cycas guizhouensis","K.M.Lan & R.F.Zou","VU",1.215015572,5.492115797,"shrub",383358,"Gymnosperms"
"235","60436308-2","Cycadaceae","Cycas","hoabinhensis","Cycas hoabinhensis","L.K.Phan & H.T.Nguyen","EN",5.075494624,11.972033,"perennial or lithophyte",383360,"Gymnosperms"
"236","993111-1","Cycadaceae","Cycas","hongheensis","Cycas hongheensis","S.Y.Yang & S.L.Yang","CR",8.184516984,10.323199,"shrub",383361,"Gymnosperms"
"237","77085021-1","Cycadaceae","Cycas","indica","Cycas indica","A.Lindstr. & K.D.Hill","EN",2.766445024,6.047438258,"shrub",381365,"Gymnosperms"
"238","297004-1","Cycadaceae","Cycas","inermis","Cycas inermis","Lour.","VU",0.993947062,4.029820529,"shrub",383364,"Gymnosperms"
"239","1004283-1","Cycadaceae","Cycas","javana","Cycas javana","(Miq.) de Laub.","CR",3.263433712,3.617080627,"shrub or tree",383367,"Gymnosperms"
"240","77091356-1","Cycadaceae","Cycas","lacrimans","Cycas lacrimans","A.Lindstr. & K.D.Hill","EN",1.822682055,4.356262622,"shrub",381492,"Gymnosperms"
"241","297010-1","Cycadaceae","Cycas","lane-poolei","Cycas lane-poolei","C.A.Gardner","LC",0.194531677,4.248677381,"shrub",383371,"Gymnosperms"
"242","996222-1","Cycadaceae","Cycas","lindstromii","Cycas lindstromii","S.L.Yang, K.D.Hill & Hiep","EN",2.844173791,6.447303,"subshrub",383372,"Gymnosperms"
"243","992111-1","Cycadaceae","Cycas","maconochiei","Cycas maconochiei","Chirgwin & K.D.Hill","LC",0.136739762,2.654860995,"shrub",383380,"Gymnosperms"
"244","297011-1","Cycadaceae","Cycas","macrocarpa","Cycas macrocarpa","Griff.","VU",1.684856638,8.016252,"tree",383383,"Gymnosperms"
"245","297013-1","Cycadaceae","Cycas","media","Cycas media","R.Br.","LC",0.194696245,3.737784,"shrub or tree",383385,"Gymnosperms"
"246","968177-1","Cycadaceae","Cycas","megacarpa","Cycas megacarpa","K.D.Hill","VU",1.532963083,7.615245,"shrub",383392,"Gymnosperms"
"247","297014-1","Cycadaceae","Cycas","micholitzii","Cycas micholitzii","Dyer","VU",1.181226221,5.119371712,"subshrub",383393,"Gymnosperms"
"248","980286-1","Cycadaceae","Cycas","micronesica","Cycas micronesica","K.D.Hill","EN",1.388711049,3.065309734,"shrub or tree",383396,"Gymnosperms"
"249","77102391-1","Cycadaceae","Cycas","montana","Cycas montana","A.Lindstr. & K.D.Hill","LC",0.179955314,3.435803429,"shrub",457043,"Gymnosperms"
"250","979059-1","Cycadaceae","Cycas","multipinnata","Cycas multipinnata","C.J.Chen & S.Y.Yang","CR",7.100958959,8.696645,NA,383401,"Gymnosperms"
"251","297016-1","Cycadaceae","Cycas","nathorstii","Cycas nathorstii","J.Schust.","VU",0.877635481,3.828978493,"shrub",383402,"Gymnosperms"
"252","77091357-1","Cycadaceae","Cycas","nitida","Cycas nitida","K.D.Hill & A.Lindstr.","EN",1.80904744,4.278606943,"shrub or tree",381493,"Gymnosperms"
"253","1007289-1","Cycadaceae","Cycas","nongnoochiae","Cycas nongnoochiae","K.D.Hill","VU",1.056835757,4.3112373,"shrub",383403,"Gymnosperms"
"254","968178-1","Cycadaceae","Cycas","ophiolitica","Cycas ophiolitica","K.D.Hill","VU",0.512801837,2.121005029,"shrub",383405,"Gymnosperms"
"255","976798-1","Cycadaceae","Cycas","orientis","Cycas orientis","K.D.Hill","LC",0.405998259,7.943154,"shrub",383406,"Gymnosperms"
"256","60436315-2","Cycadaceae","Cycas","pachypoda","Cycas pachypoda","K.D.Hill","CR",3.161022174,3.235097596,"shrub",383407,"Gymnosperms"
"257","897502-1","Cycadaceae","Cycas","panzhihuaensis","Cycas panzhihuaensis","L.Zhou & S.Y.Yang","VU",1.790289009,8.99583,"shrub",383410,"Gymnosperms"
"258","297020-1","Cycadaceae","Cycas","papuana","Cycas papuana","F.Muell.","LC",0.174288671,3.956268625,"shrub or tree",383411,"Gymnosperms"
"259","297022-1","Cycadaceae","Cycas","pectinata","Cycas pectinata","Buch.-Ham.","VU",2.322462797,11.73895815,"shrub or tree",383413,"Gymnosperms"
"260","20012495-1","Cycadaceae","Cycas","petraea","Cycas petraea","A.Lindstr. & K.D.Hill",NA,2.923423674,11.71304067,"shrub",383416,"Gymnosperms"
"261","968179-1","Cycadaceae","Cycas","platyphylla","Cycas platyphylla","K.D.Hill","EN",0.938649843,2.004014792,"shrub",383417,"Gymnosperms"
"262","1007287-1","Cycadaceae","Cycas","pranburiensis","Cycas pranburiensis","S.L.Yang, W.Tang, K.D.Hill & P.Vatcharakorn","CR",5.577606343,6.506327,"shrub",383419,"Gymnosperms"
"263","297024-1","Cycadaceae","Cycas","pruinosa","Cycas pruinosa","Maconochie","LC",0.181174136,3.375775486,"shrub",383420,"Gymnosperms"
"264","328823-2","Cycadaceae","Cycas","revoluta","Cycas revoluta","Thunb.","LC",0.314821922,5.749686909,"shrub",383421,"Gymnosperms"
"265","297030-1","Cycadaceae","Cycas","riuminiana","Cycas riuminiana","M.Porte ex Regel","EN",1.526372364,3.471584313,"shrub",383424,"Gymnosperms"
"266","326820-2","Cycadaceae","Cycas","rumphii","Cycas rumphii","Miq.","NT",0.594976949,5.348864945,"shrub or tree",383425,"Gymnosperms"
"267","20006946-1","Cycadaceae","Cycas","zeylanica","Cycas zeylanica","(J.Schust.) A.Lindstr. & K.D.Hill","VU",1.039602323,4.215773035,"shrub or tree",383474,"Gymnosperms"
"268","77122346-1","Cycadaceae","Cycas","sancti-lasallei","Cycas sancti-lasallei","Agoo & Madulid","CR",3.677416662,3.923852959,"shrub",472815,"Gymnosperms"
"269","77091353-1","Cycadaceae","Cycas","saxatilis","Cycas saxatilis","K.D.Hill & A.Lindstr.","VU",0.90349874,3.753044914,"shrub",381494,"Gymnosperms"
"270","297033-1","Cycadaceae","Cycas","schumanniana","Cycas schumanniana","Lauterb.","NT",0.191760147,1.617002449,"shrub",383436,"Gymnosperms"
"271","297034-1","Cycadaceae","Cycas","scratchleyana","Cycas scratchleyana","F.Muell.","LC",0.216984002,3.801826558,"shrub or tree",383437,"Gymnosperms"
"272","297035-1","Cycadaceae","Cycas","seemannii","Cycas seemannii","A.Braun","VU",0.781546896,3.740225144,"shrub or tree",383438,"Gymnosperms"
"273","984841-1","Cycadaceae","Cycas","segmentifida","Cycas segmentifida","D.Y.Wang & C.Y.Deng","EN",3.81363341,8.341542486,"subshrub",383439,"Gymnosperms"
"274","992104-1","Cycadaceae","Cycas","semota","Cycas semota","K.D.Hill","VU",0.426828596,1.819890016,"shrub",383440,"Gymnosperms"
"275","988620-1","Cycadaceae","Cycas","sexseminifera","Cycas sexseminifera","F.N.Wei","LC",0.248747081,5.165643821,"shrub",383442,"Gymnosperms"
"276","297043-1","Cycadaceae","Cycas","taiwaniana","Cycas taiwaniana","Carruth.","VU",0.96569629,4.236469917,"shrub",383457,"Gymnosperms"
"277","297036-1","Cycadaceae","Cycas","siamensis","Cycas siamensis","Miq.","VU",0.850974811,3.608362482,"subshrub or shrub",383445,"Gymnosperms"
"278","968176-1","Cycadaceae","Cycas","silvestris","Cycas silvestris","K.D.Hill","NT",0.190660932,1.617554155,"shrub",383448,"Gymnosperms"
"279","988558-1","Cycadaceae","Cycas","simplicipinna","Cycas simplicipinna","(Smitinand) K.D.Hill","NT",0.693580016,5.859678349,"subshrub",383449,"Gymnosperms"
"280","297038-1","Cycadaceae","Cycas","sphaerica","Cycas sphaerica","Roxb.","EN",1.394882899,2.896999063,"shrub or tree",383451,"Gymnosperms"
"281","77102392-1","Cycadaceae","Cycas","sundaica","Cycas sundaica","Miq. ex A.Lindstr. & K.D.Hill","LC",0.162484187,3.882613096,"shrub",457044,"Gymnosperms"
"282","297042-1","Cycadaceae","Cycas","szechuanensis","Cycas szechuanensis","W.C.Cheng & L.K.Fu","CR",3.211797716,3.55882979,"subshrub or shrub",383455,"Gymnosperms"
"283","328823-2","Cycadaceae","Cycas","revoluta","Cycas revoluta","Thunb.","EN",2.344056028,5.494865123,"shrub",383421,"Gymnosperms"
"284","297043-1","Cycadaceae","Cycas","taiwaniana","Cycas taiwaniana","Carruth.","EN",1.783788682,3.907747405,"shrub",383457,"Gymnosperms"
"285","993117-1","Cycadaceae","Cycas","tanqingii","Cycas tanqingii","D.Y.Wang","NT",0.652370365,6.011069325,"shrub",383458,"Gymnosperms"
"286","1007292-1","Cycadaceae","Cycas","tansachana","Cycas tansachana","K.D.Hill & S.L.Yang","CR",4.091384859,4.469290937,"shrub",383459,"Gymnosperms"
"287","77117742-1","Cycadaceae","Cycas","terryana","Cycas terryana","P.I.Forst.","VU",0.873351639,3.662509354,"shrub",472080,"Gymnosperms"
"288","297044-1","Cycadaceae","Cycas","thouarsii","Cycas thouarsii","R.Br.","LC",0.25267056,4.662223366,"shrub or tree",383460,"Gymnosperms"
"289","60436313-2","Cycadaceae","Cycas","tropophylla","Cycas tropophylla","K.D.Hill & P.K.Lôc","VU",1.212967931,5.301280099,"shrub",383463,"Gymnosperms"
"290","992103-1","Cycadaceae","Cycas","tuckeri","Cycas tuckeri","K.D.Hill","VU",0.949324969,3.759649009,"shrub",383464,"Gymnosperms"
"291","77091355-1","Cycadaceae","Cycas","vespertilio","Cycas vespertilio","A.Lindstr. & K.D.Hill","VU",0.647146389,2.747658488,"shrub",381498,"Gymnosperms"
"292","297051-1","Cycadaceae","Cycas","wadei","Cycas wadei","Merr.","CR",3.425954897,3.784162523,"shrub or tree",383467,"Gymnosperms"
"293","992107-1","Cycadaceae","Cycas","xipholepis","Cycas xipholepis","K.D.Hill","LC",0.148264314,2.652629284,"shrub",383471,"Gymnosperms"
"294","992101-1","Cycadaceae","Cycas","yorkiana","Cycas yorkiana","K.D.Hill","NT",0.224737533,1.860480833,"shrub",383472,"Gymnosperms"
"295","77069516-1","Cycadaceae","Cycas","zambalensis","Cycas zambalensis","Madulid & Agoo","CR",3.091759075,3.331684227,"shrub",383473,"Gymnosperms"
"296","20006946-1","Cycadaceae","Cycas","zeylanica","Cycas zeylanica","(J.Schust.) A.Lindstr. & K.D.Hill","CR",5.171199879,6.232883,"shrub or tree",383474,"Gymnosperms"
"297","687943-1","Podocarpaceae","Dacrycarpus","cinctus","Dacrycarpus cinctus","(Pilg.) de Laub.","LC",0.210709952,3.486271954,"tree",383478,"Gymnosperms"
"298","687944-1","Podocarpaceae","Dacrycarpus","compactus","Dacrycarpus compactus","(Wasscher) de Laub.","LC",0.442962107,7.174933516,"tree",383479,"Gymnosperms"
"299","687945-1","Podocarpaceae","Dacrycarpus","cumingii","Dacrycarpus cumingii","(Parl.) de Laub.","LC",1.528775286,32.091063,"tree",383480,"Gymnosperms"
"300","687947-1","Podocarpaceae","Dacrycarpus","dacrydioides","Dacrycarpus dacrydioides","(A.Rich.) de Laub.","LC",1.235498158,21.916895,"tree",383482,"Gymnosperms"
"301","687948-1","Podocarpaceae","Dacrycarpus","expansus","Dacrycarpus expansus","de Laub.","LC",0.4884994,7.157902233,"tree",383483,"Gymnosperms"
"302","687949-1","Podocarpaceae","Dacrycarpus","imbricatus","Dacrycarpus imbricatus","(Blume) de Laub.","LC",0.37816977,7.374543103,"tree",383484,"Gymnosperms"
"303","687951-1","Podocarpaceae","Dacrycarpus","kinabaluensis","Dacrycarpus kinabaluensis","(Wasscher) de Laub.","LC",0.228039754,3.489788779,"tree",383489,"Gymnosperms"
"304","687954-1","Podocarpaceae","Dacrycarpus","steupii","Dacrycarpus steupii","(Wasscher) de Laub.","NT",1.22388264,9.707353742,"tree",383492,"Gymnosperms"
"305","687955-1","Podocarpaceae","Dacrycarpus","vieillardii","Dacrycarpus vieillardii","(Parl.) de Laub.","LC",1.183903504,23.625368,"tree",383493,"Gymnosperms"
"306","261997-1","Podocarpaceae","Dacrydium","araucarioides","Dacrydium araucarioides","Brongn. & Gris","LC",0.254024487,5.082180848,"shrub or tree",383495,"Gymnosperms"
"307","261999-1","Podocarpaceae","Dacrydium","balansae","Dacrydium balansae","Brongn. & Gris","LC",0.306465248,5.21159213,"tree",383497,"Gymnosperms"
"308","262000-1","Podocarpaceae","Dacrydium","beccarii","Dacrydium beccarii","Parl.","LC",0.245870781,5.824416778,"tree",383498,"Gymnosperms"
"309","828275-1","Podocarpaceae","Dacrydium","comosum","Dacrydium comosum","Corner","EN",2.665782245,5.589621154,"tree",383502,"Gymnosperms"
"310","935581-1","Podocarpaceae","Dacrydium","cornwallianum","Dacrydium cornwallianum","de Laub.","LC",0.193922087,3.738138769,"tree",383503,"Gymnosperms"
"311","60471363-2","Podocarpaceae","Dacrydium","cupressinum","Dacrydium cupressinum","Sol. ex G.Forst.","LC",0.575744727,13.40006764,"tree",383505,"Gymnosperms"
"312","262007-1","Podocarpaceae","Dacrydium","elatum","Dacrydium elatum","(Roxb.) Wall. ex Hook.","LC",0.269397309,5.62397239,"tree",383507,"Gymnosperms"
"313","935583-1","Podocarpaceae","Dacrydium","ericoides","Dacrydium ericoides","de Laub.",NA,1.585941561,4.357072442,"tree",383510,"Gymnosperms"
"314","828276-1","Podocarpaceae","Dacrydium","gibbsiae","Dacrydium gibbsiae","Stapf","LC",0.440547132,8.926319034,"tree",383517,"Gymnosperms"
"315","935582-1","Podocarpaceae","Dacrydium","gracile","Dacrydium gracile","de Laub.","NT",0.643915946,5.675442213,"tree",383518,"Gymnosperms"
"316","828277-1","Podocarpaceae","Dacrydium","guillauminii","Dacrydium guillauminii","J.Buchholz","CR",3.936386052,4.430046642,"shrub",383519,"Gymnosperms"
"317","945641-1","Podocarpaceae","Dacrydium","leptophyllum","Dacrydium leptophyllum","(Wasscher) de Laub.","VU",0.999041779,3.959970864,"tree",383525,"Gymnosperms"
"318","262020-1","Podocarpaceae","Dacrydium","lycopodioides","Dacrydium lycopodioides","Brongn. & Gris","NT",0.677792315,6.186196905,"tree",383526,"Gymnosperms"
"319","687956-1","Podocarpaceae","Dacrydium","magnum","Dacrydium magnum","de Laub.","NT",0.080960037,0.669575171,"tree",383527,"Gymnosperms"
"320","687958-1","Podocarpaceae","Dacrydium","medium","Dacrydium medium","de Laub.","VU",0.925402823,3.782375268,"tree",383529,"Gymnosperms"
"321","687959-1","Podocarpaceae","Dacrydium","nausoriense","Dacrydium nausoriense","de Laub.","EN",2.123634065,4.617510366,"tree",383530,"Gymnosperms"
"322","687960-1","Podocarpaceae","Dacrydium","nidulum","Dacrydium nidulum","de Laub.","LC",0.315131004,5.081280858,"tree",383531,"Gymnosperms"
"323","828278-1","Podocarpaceae","Dacrydium","novoguineense","Dacrydium novoguineense","Gibbs","LC",0.248789083,4.308657621,"tree",383533,"Gymnosperms"
"324","687961-1","Podocarpaceae","Dacrydium","pectinatum","Dacrydium pectinatum","de Laub.","EN",1.558462945,3.588059858,"tree",383536,"Gymnosperms"
"325","687962-1","Podocarpaceae","Dacrydium","spathoides","Dacrydium spathoides","de Laub.","NT",0.59613119,4.567630727,"tree",383539,"Gymnosperms"
"326","828280-1","Podocarpaceae","Dacrydium","xanthandrum","Dacrydium xanthandrum","Pilg.","LC",0.069697097,1.219849455,"tree",383545,"Gymnosperms"
"327","80644-2","Zamiaceae","Dioon","angustifolium","Dioon angustifolium","Miq.","VU",1.153828213,4.601209998,"shrub",383581,"Gymnosperms"
"328","20012298-1","Zamiaceae","Dioon","argenteum","Dioon argenteum","T.J.Greg., Chemnick, Salas-Mor. & Vovides","VU",1.478717591,5.957590138,"shrub or tree",383582,"Gymnosperms"
"329","80645-2","Zamiaceae","Dioon","califanoi","Dioon califanoi","De Luca & Sabato","EN",2.276200459,4.987561875,"shrub or tree",383583,"Gymnosperms"
"330","80646-2","Zamiaceae","Dioon","caputoi","Dioon caputoi","De Luca, Sabato & Vázq.Torres","EN",2.626429546,5.534821999,"shrub",383584,"Gymnosperms"
"331","30164992-2","Zamiaceae","Dioon","edule","Dioon edule","Lindl.","NT",1.524199435,11.964492,"shrub or tree",383585,"Gymnosperms"
"332","80652-2","Zamiaceae","Dioon","holmgrenii","Dioon holmgrenii","De Luca, Sabato & Vázq.Torres","VU",1.053850403,4.314996439,"tree",383592,"Gymnosperms"
"333","275894-2","Zamiaceae","Dioon","pectinatum","Dioon pectinatum","Mast.","EN",5.908927978,12.48379247,"shrub",536881,"Gymnosperms"
"334","80654-2","Zamiaceae","Dioon","merolae","Dioon merolae","De Luca, Sabato & Vázq.Torres","VU",0.872503243,3.461653517,"shrub or tree",383595,"Gymnosperms"
"335","80655-2","Zamiaceae","Dioon","purpusii","Dioon purpusii","Rose","EN",1.49179661,3.072438189,"shrub or tree",383596,"Gymnosperms"
"336","80657-2","Zamiaceae","Dioon","rzedowskii","Dioon rzedowskii","De Luca, A.Moretti, Sabato & Vázq.Torres","EN",6.285291005,12.31907522,"tree",383597,"Gymnosperms"
"337","1001655-1","Zamiaceae","Dioon","sonorense","Dioon sonorense","(De Luca, Sabato & Vázq.Torres) Chemnick, T.J.Greg. & Salas-Mor.","EN",1.425451366,3.129395722,"subshrub or shrub",383598,"Gymnosperms"
"338","297061-1","Zamiaceae","Dioon","spinulosum","Dioon spinulosum","Dyer ex Eichl.","EN",7.645641394,14.83047222,"tree",383599,"Gymnosperms"
"339","77096675-1","Zamiaceae","Dioon","stevensonii","Dioon stevensonii","Nic.-Mor. & Vovides","EN",1.423912926,2.947427657,"shrub",457149,"Gymnosperms"
"340","315001-2","Zamiaceae","Dioon","tomasellii","Dioon tomasellii","De Luca, Sabato & Vázq.Torres","VU",0.771717578,3.049242257,"shrub",383601,"Gymnosperms"
"341","262058-1","Cupressaceae","Diselma","archeri","Diselma archeri","Hook.f.","LC",0.794409513,12.62837368,"shrub or tree",385055,"Gymnosperms"
"342","939873-1","Zamiaceae","Encephalartos","aemulans","Encephalartos aemulans","Vorster","CR",4.190120992,4.420917354,"shrub",385135,"Gymnosperms"
"343","297067-1","Zamiaceae","Encephalartos","altensteinii","Encephalartos altensteinii","Lehm.","VU",2.049338348,8.7,"tree",385136,"Gymnosperms"
"344","988638-1","Zamiaceae","Encephalartos","aplanatus","Encephalartos aplanatus","Vorster","VU",0.416821496,1.729184798,"shrub",385147,"Gymnosperms"
"345","871771-1","Zamiaceae","Encephalartos","arenarius","Encephalartos arenarius","R.A.Dyer","EN",1.783997234,3.834442473,"shrub",385148,"Gymnosperms"
"346","297068-1","Zamiaceae","Encephalartos","barteri","Encephalartos barteri","Carruth. ex Miq.","VU",0.554806849,2.177190974,"shrub",385149,"Gymnosperms"
"347","988639-1","Zamiaceae","Encephalartos","brevifoliolatus","Encephalartos brevifoliolatus","Vorster","EW",3.133204682,3.311867034,"shrub",385152,"Gymnosperms"
"348","871772-1","Zamiaceae","Encephalartos","bubalinus","Encephalartos bubalinus","Melville","VU",0.228284016,1.014504057,"shrub",385153,"Gymnosperms"
"349","297071-1","Zamiaceae","Encephalartos","caffer","Encephalartos caffer","(Thunb.) Lehm.","NT",0.642699309,5.368981767,"subshrub",385154,"Gymnosperms"
"350","77176998-1","Zamiaceae","Encephalartos","cerinus","Encephalartos cerinus","Lavranos & D.L.Goode","CR",4.136438465,4.164694818,"subshrub",385159,"Gymnosperms"
"351","871773-1","Zamiaceae","Encephalartos","chimanimaniensis","Encephalartos chimanimaniensis","R.A.Dyer & I.Verd.","EN",0.789021617,1.649175246,"shrub",385160,"Gymnosperms"
"352","871774-1","Zamiaceae","Encephalartos","concinnus","Encephalartos concinnus","R.A.Dyer & I.Verd.","CR",3.139202346,3.323853614,"shrub",385161,"Gymnosperms"
"353","871775-1","Zamiaceae","Encephalartos","cupidus","Encephalartos cupidus","R.A.Dyer","CR",5.235654109,5.306270232,"subshrub",385162,"Gymnosperms"
"354","297076-1","Zamiaceae","Encephalartos","cycadifolius","Encephalartos cycadifolius","(Jacq.) Lehm.","LC",0.102521732,1.911015654,"shrub",385163,"Gymnosperms"
"355","975402-1","Zamiaceae","Encephalartos","delucanus","Encephalartos delucanus","Malaisse, Sclavo & Crosiers","EN",2.0801167,3.955127,"shrub",385167,"Gymnosperms"
"356","935030-1","Zamiaceae","Encephalartos","dolomiticus","Encephalartos dolomiticus","Lavranos & D.L.Goode","CR",2.072389129,2.213423713,"shrub",385169,"Gymnosperms"
"357","935031-1","Zamiaceae","Encephalartos","dyerianus","Encephalartos dyerianus","Lavranos & D.L.Goode","CR",0.813483513,0.840337721,"shrub",385172,"Gymnosperms"
"358","984896-1","Zamiaceae","Encephalartos","equatorialis","Encephalartos equatorialis","P.J.H.Hurter","CR",1.726969533,1.75312559,"tree",385174,"Gymnosperms"
"359","297082-1","Zamiaceae","Encephalartos","eugene-maraisii","Encephalartos eugene-maraisii","I.Verd.","EN",1.466155878,2.843740131,"shrub",385175,"Gymnosperms"
"360","297084-1","Zamiaceae","Encephalartos","ferox","Encephalartos ferox","G.Bertol.","NT",0.167983099,1.380715332,"shrub",385178,"Gymnosperms"
"361","297086-1","Zamiaceae","Encephalartos","friderici-guilielmi","Encephalartos friderici-guilielmi","Lehm.","NT",0.134075294,1.115822199,"shrub",385180,"Gymnosperms"
"362","297087-1","Zamiaceae","Encephalartos","ghellinckii","Encephalartos ghellinckii","Lem.","VU",0.25054954,1.001618637,"shrub",385181,"Gymnosperms"
"363","297090-1","Zamiaceae","Encephalartos","gratus","Encephalartos gratus","Prain","VU",1.129028242,4.82238,"shrub",385183,"Gymnosperms"
"364","871777-1","Zamiaceae","Encephalartos","heenanii","Encephalartos heenanii","R.A.Dyer","EW",2.425856885,2.59365703,"shrub",385185,"Gymnosperms"
"365","297092-1","Zamiaceae","Encephalartos","hildebrandtii","Encephalartos hildebrandtii","A.Braun & C.D.Bouché","LC",0.161743232,2.485003832,"tree",385186,"Gymnosperms"
"366","988636-1","Zamiaceae","Encephalartos","hirsutus","Encephalartos hirsutus","P.J.H.Hurter","CR",1.924945442,2.097425854,"shrub",385187,"Gymnosperms"
"367","297093-1","Zamiaceae","Encephalartos","horridus","Encephalartos horridus","(Jacq.) Lehm.","EN",1.811718677,3.753906224,"shrub",385188,"Gymnosperms"
"368","297094-1","Zamiaceae","Encephalartos","humilis","Encephalartos humilis","I.Verd.","VU",0.433560648,1.798504699,"subshrub",385193,"Gymnosperms"
"369","871778-1","Zamiaceae","Encephalartos","inopinus","Encephalartos inopinus","R.A.Dyer","CR",2.809181133,2.889494,"shrub",385195,"Gymnosperms"
"370","940530-1","Zamiaceae","Encephalartos","ituriensis","Encephalartos ituriensis","Bamps & Lisowski","VU",0.852760501,3.466376938,"shrub",385196,"Gymnosperms"
"371","939351-1","Zamiaceae","Encephalartos","kisambo","Encephalartos kisambo","Faden & Beentje","EN",1.155076347,2.358366907,"shrub",385197,"Gymnosperms"
"372","297098-1","Zamiaceae","Encephalartos","laevifolius","Encephalartos laevifolius","Stapf & Burtt Davy","CR",0.754748013,0.793893514,"shrub",385199,"Gymnosperms"
"373","297099-1","Zamiaceae","Encephalartos","lanatus","Encephalartos lanatus","Stapf & Burtt Davy","VU",0.519177265,2.153128687,"shrub",385200,"Gymnosperms"
"374","297103-1","Zamiaceae","Encephalartos","latifrons","Encephalartos latifrons","Lehm.","CR",4.941639768,5.219288,"shrub",385203,"Gymnosperms"
"375","297104-1","Zamiaceae","Encephalartos","laurentianus","Encephalartos laurentianus","De Wild.","NT",0.111598503,0.89962736,"tree",385204,"Gymnosperms"
"376","297106-1","Zamiaceae","Encephalartos","lebomboensis","Encephalartos lebomboensis","I.Verd.","EN",0.407381716,0.855217783,"shrub",385205,"Gymnosperms"
"377","297107-1","Zamiaceae","Encephalartos","lehmannii","Encephalartos lehmannii","Lehm.","VU",0.973088833,3.878824106,"shrub",385206,"Gymnosperms"
"378","297110-1","Zamiaceae","Encephalartos","longifolius","Encephalartos longifolius","(Jacq.) Lehm.","NT",0.630475863,5.370319619,"shrub",385211,"Gymnosperms"
"379","20008491-1","Zamiaceae","Encephalartos","mackenziei","Encephalartos mackenziei","L.E.Newton","CR",2.472635211,2.76565036,"shrub or tree",385216,"Gymnosperms"
"380","995795-1","Zamiaceae","Encephalartos","macrostrobilus","Encephalartos macrostrobilus","Scott Jones & Wynants","CR",2.270393255,2.291757531,"shrub",385217,"Gymnosperms"
"381","297114-1","Zamiaceae","Encephalartos","manikensis","Encephalartos manikensis","(Gilliland) Gilliland","VU",0.127841672,0.541801895,"shrub",385218,"Gymnosperms"
"382","871779-1","Zamiaceae","Encephalartos","marunguensis","Encephalartos marunguensis","Devred","VU",0.253130584,1.097902387,"shrub",385220,"Gymnosperms"
"383","936940-1","Zamiaceae","Encephalartos","middelburgensis","Encephalartos middelburgensis","Vorster, Robbertse & S.van der Westh.","CR",5.135350284,5.319359146,"shrub",385222,"Gymnosperms"
"384","989158-1","Zamiaceae","Encephalartos","msinganus","Encephalartos msinganus","Vorster","CR",0.933433438,0.959241836,"shrub",385225,"Gymnosperms"
"385","871780-1","Zamiaceae","Encephalartos","munchii","Encephalartos munchii","R.A.Dyer & I.Verd.","CR",3.146128512,3.352980941,"shrub",385226,"Gymnosperms"
"386","297120-1","Zamiaceae","Encephalartos","natalensis","Encephalartos natalensis","R.A.Dyer & I.Verd.","VU",0.776036782,3.248927088,"tree",385228,"Gymnosperms"
"387","297121-1","Zamiaceae","Encephalartos","ngoyanus","Encephalartos ngoyanus","I.Verd.","VU",0.411824269,1.663328074,"tree",385229,"Gymnosperms"
"388","986593-1","Zamiaceae","Encephalartos","nubimontanus","Encephalartos nubimontanus","P.J.H.Hurter","EW",2.057200007,2.23029374,"shrub",385230,"Gymnosperms"
"389","297123-1","Zamiaceae","Encephalartos","paucidentatus","Encephalartos paucidentatus","Stapf & Burtt Davy","VU",1.187198303,4.971416,"shrub",385232,"Gymnosperms"
"390","297125-1","Zamiaceae","Encephalartos","poggei","Encephalartos poggei","Asch.","LC",0.171929759,3.068619196,"shrub",385234,"Gymnosperms"
"391","871781-1","Zamiaceae","Encephalartos","princeps","Encephalartos princeps","R.A.Dyer","VU",1.350639861,5.49134445,"shrub",385236,"Gymnosperms"
"392","871782-1","Zamiaceae","Encephalartos","pterogonus","Encephalartos pterogonus","R.A.Dyer & I.Verd.","CR",3.092461076,3.369479468,"shrub",385238,"Gymnosperms"
"393","20002658-1","Zamiaceae","Encephalartos","relictus","Encephalartos relictus","P.J.H.Hurter","EW",0.881713762,0.980301031,"shrub",385242,"Gymnosperms"
"394","974651-1","Zamiaceae","Encephalartos","schaijesii","Encephalartos schaijesii","Malaisse, Sclavo & Crosiers","VU",0.213278313,0.896804073,"shrub",385243,"Gymnosperms"
"395","871783-1","Zamiaceae","Encephalartos","schmitzii","Encephalartos schmitzii","Malaisse","VU",0.211033924,0.897499712,"shrub",385244,"Gymnosperms"
"396","937652-1","Zamiaceae","Encephalartos","sclavoi","Encephalartos sclavoi","De Luca, D.W.Stev. & A.Moretti","CR",1.958468093,2.052675789,"shrub",385245,"Gymnosperms"
"397","989160-1","Zamiaceae","Encephalartos","senticosus","Encephalartos senticosus","Vorster","VU",1.044370793,4.286727631,"shrub",385246,"Gymnosperms"
"398","297134-1","Zamiaceae","Encephalartos","septentrionalis","Encephalartos septentrionalis","Schweinf. ex Eichler","LC",0.137804263,2.192300751,"shrub",385247,"Gymnosperms"
